,Unnamed: 0,Name,Gender,Time,Text
435,435,Speaker 5,M,01:40:39,family support
436,436,Speaker 4,F,01:40:39,church family called family
437,437,Speaker 1,F,01:40:45,firends family guess family widest sense
438,438,Speaker 4,F,01:40:49,choose friend friend family
439,439,Speaker 1,F,01:40:54,people close
440,440,Speaker 5,M,01:40:55,social connection
441,441,Speaker 5,M,01:41:07,technology tv social medium big
442,442,Speaker 5,M,01:41:17,people watch ton tv
443,443,Speaker 4,F,01:41:21,laugh watching
444,444,Speaker 4,F,01:41:41,find fabulous quiz sort thing working physical aspect
445,445,Speaker 1,F,01:41:56,earlier sense house sound description feel lonely television radio background notice silence noticeit
446,446,Speaker 3,F,01:42:10,talking mother quiz watch chase tipping point answer question mind active hear
447,447,Speaker 1,F,01:42:39,talk kind mental stimulation important
448,448,Speaker 5,M,01:42:56,mental health term physically worse feel bad head feel meeting people
449,449,Speaker 3,F,01:43:09,depressing thing
450,450,Speaker 5,M,01:43:15,bothered church feeling
451,451,Speaker 4,F,01:43:20,depression
452,452,Speaker 4,F,01:43:24,people church found
453,453,Speaker 5,M,01:43:26,drug
454,454,Speaker 3,F,01:43:39,facilitator
455,455,Speaker 3,F,01:45:08,older lose confidence
