,index,Unnamed: 0,Name,Gender,Time,Text
181,349,67,Speaker 1,F,00:21:59,"Well, there is my grandson. Yeah, as a friend, just as a friend, there's all sorts for him. But the problem is  the man is working at is getting elderly and he couldn't hardly walk but he stopped trying to walk."
182,350,68,Speaker 1,F,00:22:20,"Which is sad. because, you know, I know, and my ..."
183,352,70,Speaker 3,F,00:22:53,"This really really helping it, yeah, without them, I don't know what we ca do."
184,353,71,Speaker 1,F,00:22:57,Wow. Know you just need someone to encourage him...
185,355,73,Speaker 6,F,00:23:21,"It takes away any aches and pains you've got, right. But in a sympathetic ear or an arm to ..."
186,357,75,Speaker 1,F,00:23:33,No. He doesn't want. We won't go along with with them. He won't go to the trouble of it. He can't be bothered.
187,358,76,Speaker 3,F,00:23:46,"I think it comes at a time in everyone's life when. They give up. Yeah, yeah. But you can't try to encourage them. Yeah. And I think, yeah, they don't really want to do it."
188,360,78,Speaker 4,F,00:24:11,"It's hard to accept. Yes, he doesn't want to be a bother. He doesn't want to be? All these people are worse off than me?"
189,361,79,Speaker 5,F,00:40:46,With technology in Italy being scammed. That's what worries me one thing is scamming.
190,362,80,Speaker 3,F,00:40:52,"Yeah. The problem with technology, you've got to teach the elderly people  how to use it. Yeah, I have many friends who would be , umm, would help them to to join a Zoom meeting or face talk, but they don't know how to use the technology. And that is the problem with them."
191,363,81,Speaker 3,F,00:41:35,"They don't know, yes. I've just been teaching someone. I downloaded Zoom for her and then I showed her how it works. But before that, she didn't have a clue about how it worked."
192,364,82,Speaker 5,F,00:41:52,"OK, It's trying to get somebody to explain how it works. Yeah, in simple terms, don't use any jargon, you know, and have patience. Yes, do it slowly, and you might have to go over a couple of times. But there was a company, a phone company EE, that used to run workshops and teach people how to use it. But I don't know if any places now."
193,365,83,Speaker 1,F,00:42:29,"So technology is good. Yeah. But then you've got to know how to use it, and also be careful, being safe as well when you're using these things. That's my priority all the time."
194,366,84,Speaker 6,F,00:42:55,"There is increasing pressure, they're trying to get you to spend money over the computer or bank over the computer, and I eventually refuse."
195,367,85,Speaker 6,F,00:43:06,"I will not do them over the computer, and I refuse to do that. I'll end up having doodies under the bed if need be, but ..."
196,368,86,Speaker 5,F,00:43:17,"I tell you what makes me very sad about technology is when you hear these people, these women that get sucked in by these men for all this money. Laughs. It's true, isn't it?  that's true. Yeah."
197,370,88,Speaker 5,F,00:43:32,"No, I know but they must be some loosing in their mind. I mean, how could anybody let's say my age, think about a 28 year old man's going to fancy me when he couldn't get anybody."
198,372,90,Speaker 5,F,00:43:53,How old you are? Like 20.
199,373,91,Speaker 4,F,00:43:58,"Oh, yeah, but he doesn't put his own picture on...Laughs."
200,374,92,Speaker 5,F,00:44:03,"You were laughing, you've probably done it. Well, you put your own photo up. laughs."
201,375,93,Speaker 3,F,00:44:28,"So they won't use the phone to phone up, say different companies, because they know you phone their number and then you've got five different menus. Press this one, press that one. And even then, you don't get through. Even if you press the right number, you don't get through a person. You're given another menu. Well, by that time, it's got so frustrating that you hang up."
202,376,94,Speaker 3,F,00:44:54,"I know I get frustrated when it comes the message. Thank you for your patience. I don't have any. Laughs.You are important to me, answer the phone then."
203,378,96,Speaker 3,F,00:45:14,"I think that's why a lot of people don't get in contact with their doctors because you're hanging on and hanging on 30-35 minutes is common. And then you've got the receptionist who say your GP  will phone back. but then you can't be sat by the phone for a whole day waiting for the call. You go and do one little job, and that's when they call. So, You back to square one. Yeah. You know, and I think a lot of older people maybe have issues that really need seen to. Yeah, you know, and that just don't get helped there because of it. They give up in the end."
204,379,97,Speaker 1,F,00:45:58,"Well, it's hard as well as the same people who get older. Mm-Hmm. Everything's changing money wise. And COVID hasn't helped because obviously people weren't using cash or weren't accepting cash, so it was all going to be on your card, or whatever. Or you have to go in a bank to organise things, and a lot of people, older people don't work by card but they might find it hard to go on the cash machine and remember what to do to get what they want."
205,380,98,Speaker 5,F,00:46:37,"And if you're giving your card, if you've got carers coming in to do your shopping for you, then you would have to give them your card and your pin number, which is what you tell them not to do, you know?"
206,381,99,Speaker 5,F,00:46:52,"Years ago, when you got your pension, you had a book with the, you know, it said what money was due on what date. And that was quite safe because you could give that to a carer and they could only draw that much money out. But now, if you give them your card and your pin number, you don't know whether they need to accept it. They've could taken two lots of £50."
207,382,100,Speaker 5,F,00:47:16,So you would end up maybe not asking them to get you some food shopping.
208,383,101,Speaker 4,F,00:47:21,"Well, I think that's particularly relevant if you agree to have your bank statements online. Yeah, I was having out the sense so I can peruse it very carefully."
209,384,102,Speaker 4,F,00:47:32,"But I like to say it was right. It's like a friend of mine, Joe Drew. I mean, she was the same because she was doing that. But you know, it's not the one that lived in that specific. And then, of course, then when I was away on holiday, she took over the, you know, the cleaning girl. And of course, that was there. The money was just coming out."
210,385,103,Speaker 4,F,00:47:53,So they don't realise how much money is being spent because they have now.
211,386,104,Speaker 4,F,00:47:58,They've said that we
212,387,105,Speaker 4,F,00:47:59,given a five panel and got the change back from it.
213,388,106,Speaker 4,F,00:48:01,"Yeah, yeah. Yeah. So, you know. Yeah."
214,389,107,Speaker 4,F,00:48:11,"about about living at home? Yeah, I live on the fourth floor, that's upstairs. There are still I'm done it. So one day in the future, I may find it difficult. Yeah, I'm fine at the moment. Mm-Hmm. I huffed and puffed day on the way up, but you know, I know it could be difficult. Eventually,."
215,390,108,Speaker 5,F,00:48:38,"When you move into a property, when you're younger, you don't always look ahead. And in 20 years, I'm I going to be going to these stairs, you know, am I going to be able to walk up that hill, which is not what you want to think about? No, you don't. Yeah."
216,391,109,Speaker 4,F,00:48:52,"So you've got the bath as well. I mean, I've got another bath and a lot of people have to share it, but in the future, you know, I keep thinking about will not be able to get in and out of the bath, you know? Yeah. Yeah, there are all sorts of little things that, you know, like in that picture of the door with the steps going up to it, your steps could be a big problem. They need handrails. There's no apparatus. Yeah, no handrails there. It's no good not that shining floor with the rugs on it. Yeah. And you can't get trapped."
217,392,110,Speaker 5,F,00:49:29,"You can't get a lot of help with getting adaptations done to your property to help you stay safer. But because older people living longer now, there is a long waiting list for it. So it could be that by the time you've come to the top of the list is that certain adaptation is no longer suitable for you."
218,393,111,Speaker 1,F,00:49:55,"I did notice as my husband got older, I had to remove all the little the matter in front of the fire. The base trip hazards because."
219,394,112,Speaker 1,F,00:50:18,"Helpful, what's helpful being in a bungalow or a flat because you don't have the stairs to go upstairs like."
220,395,113,Speaker 4,F,00:50:39,"I just want the lift for now that you take, you know? Yeah, I've already asked for it."
221,396,114,Speaker 5,F,00:50:45,"I've got it in advance, I've got written down. There is always the possibility to put one in, you know? Well, did you say"
222,397,115,Speaker 5,F,00:52:40,"Yeah. See, when I go to dancing, like this morning, I need to wake up at nine o'clock to get to Plympton and I live in the Barbican, but it's just you just don't do that if you want to do things. Yeah, sometimes you've got to just go where it is and where it's, you know, where it's available."
223,398,116,Speaker 5,F,00:52:59,"No, no. Half of the class do it on Hoe. Yeah. And some of them is up on the hoe and do it up there, which is nice."
224,399,117,Speaker 3,F,00:53:23,"To look out and see the sea, it's wonderful."
225,400,118,Speaker 1,F,00:53:25,"Nice parks, places to walk along the sea. It's it's really nice, really. I really appreciate this, it's beautiful. And it is accessible as well."
226,401,119,Speaker 6,F,00:53:39,"Yeah, I don't thnk that nowadays it's more important that you you go with someone rather than go walk on your own. Yes, I think sometimes it's a bit dangerous walking on your own, but I think you would love to walk. You walk out on your own."
227,402,120,Speaker 4,F,00:54:00,"I never think about it. I just go, I just do it because it's not at night."
228,403,121,Speaker 3,F,00:54:06,"But little, Jamie said to me, You know, little jean. Yeah, because sometimes she and I go walk together and she said, it's nice to with somebody because you see different things from when you're with somebody else and it's true. Yeah."
229,404,122,Speaker 5,F,00:54:36,Flat in Plymouth? Laughs... Plymouth must one of the hilliest place.
230,405,123,Speaker 1,F,00:54:37,The reason why we live so long is we walk up and down hills so much.
231,406,124,Speaker 3,F,00:55:00,"Well, it well pavements  much in full. Well, it had its share of terrible losses. You can easily fall down."
232,408,126,Speaker 3,F,00:55:24,I'm to kerb cruel and I didn't know whether to be in Sochi because he was a lady of the night on the ground that you still saw. Laughs...
233,409,127,Speaker 5,F,00:55:33,But you still got it. Don't put that down. Laughs...
234,410,128,Speaker 1,F,00:55:42,"I think most of us go to things that are put on for the older person that isn't working anymore. That can go to these things like dancing, swimming, exercising. And then you go off to the lectures and have news for you. Yeah, I think there are. There's more of that if you want to. If you can find in our walks created for health reasons, people with health reasons that want to walk and they walk us through the parks and everything, and it's sociable. Yes. So there's a lot to be thankful for that we felt like we found herself and she was lost, laughs... And she makes us do all sorts of things."
235,411,129,Speaker 5,F,00:56:42,"She kept us going through this lockdown, but soon enough she came on to..."
236,412,130,Speaker 5,F,00:56:59,"But you still can't have the motivation to go out enjoying them. And there are a lot of old people that have. I've not just got the motivation to go out there and you can tell them about what is going on in the, you know, in the city and what they can join in with. But a lot of it is, I think that when I've been in this long, it won't hurt me, you know, and they just don't feel that they've got confidence to go and catch a bus anywhere and walk into a new road and sometimes there used to be a buddy system. So I think, you know, you do need maybe a buddy to actually get you over that from doorstep and to join in. Mm-Hmm. I mean, as you can see, I think most the group of outgoing he would make of. Yeah, yeah, yeah. Whereas if you've been in special through lockdown and how you used to being in doing your own thing, not not communicating much with other people that you just don't, you feel it's too much effort now, so they need to speak like a buddy system somewhere? Mm hmm."
237,413,131,Speaker 2,F,00:58:07,"And Hazel sometimes, bless her, you're in a meeting or somewhere with her and she'll come up and she'll whisper in your ear: ""can we go and have another word with him?"" and invite him to come and join whatever we're doing and we grab another one, don't we?"
238,414,132,Speaker 3,F,00:58:26,"Colin, sometimes I'll get into making the first move."
239,415,133,Speaker 2,F,00:58:28,George as well was going on as Hmm. Took him around the park this morning. Yeah.
240,416,134,Speaker 5,F,00:58:36,"Even twice. Yes, I did."
241,417,135,Speaker 3,F,00:58:39,"He took me in there and I took the test. He, suddenly I looked out of the corner of my eye and he was wobbling on his legs. He is over ninety bless him on Tuesday. And I thought, Oh God. And then I looked and I go switching for his puffer. I brought my first state book with me. But when it came round to it, they both said, No, we go round that extra bit as well, and they did. The whole lot would be. So they showed me through my test."
242,418,136,Speaker 3,F,00:59:12,"Yeah, they do kind of push themselves that little bit more, don't they? rather than give up."
243,419,137,Speaker 1,F,00:59:21,Coffee morning.
244,420,138,Speaker 5,F,00:59:24,"Bbut when they say coffee morning, it is in the pub."
245,421,139,Speaker 2,F,00:59:40,We spend a lot of time on Messenger. We have this spending time and I was on it until now.
246,422,140,Speaker 6,F,00:59:47,"Well, messages to us for most, not just people, is linked to this Facebook and its Facebook Messenger, isn't it? And messages as well. Yeah, messages. This is WhatsApp. Well, some are using WhatsApp."
247,423,141,Speaker 2,F,01:00:04,I use WhatsApp but I don't use Facebook or anything.
248,424,142,Speaker 5,F,01:00:06,You're not missing much when you don't use Facebook.
249,425,143,Speaker 1,F,01:00:09,"I know who you are, but I'm aware of some of the things I am, but I'm not. Fossil, but with forests in the oceans and the fishing and the palm oil thing, sharing all that, trying to get people to understand what we're all doing. But people get fed up, don't they? to seeing it. It's a fact of life that climate change is the big thing. It always seems to do with it."
250,426,144,Speaker 6,F,01:00:37,"I've only got one argument that a lot goes through it. I think, yes, I'll sign it. And then it says at the bottom. Donate. I can't  just donate  and I don't donate online anyway. ."
251,427,145,Speaker 1,F,01:02:22,Just stay in your accommodation.
252,428,146,Speaker 3,F,01:02:29,"as you know about public transport, access, accessible public transport."
253,429,147,Speaker 5,F,01:02:44,"It is not only public transport, but there's also something called Access Plymouth, so people can register and then book a trip if you've got to. If you want to go out to say to Taichi and you can't use public transport, you can book Access Plymouth and they will come and pick you up and drop to it and pick who can take you home again. You have to register and register for it. And there is a small fee. Yet you register in advance and then you book it. You've got to give you a couple of days notice. And there is a small fee you get built at the end of the month for it, but there's various things that you can book it for if you want to go shopping and things and. And I think it's run by volunteers, the drivers are. OK, but the ones I've seen I've never used it, once I've seen it always been really helpful."
254,430,148,Speaker 5,F,01:04:18,"No, I don't think so. Yeah, but you also can use something also use cars as well as mini cars for the minibuses. You know, so if you are a wheelchair user, for example, you could use that. Well, sometimes I'm afraid they will use the car for you."
255,431,149,Speaker 5,F,01:04:42,"So I think lots of these people live centrally. Don't you? Yeah, we do. You live in Derriford, but I live in Plymstock as well, but everybody else lives centrally rent. And so they won't be looking at the  transport, you know, the public transport."
256,433,151,Speaker 5,F,01:05:01,and you got you got lost. Laughs..
257,435,153,Speaker 3,F,01:05:25,We've already said a couple of things. So you want us to pick three things out of them?
258,436,154,Speaker 3,F,01:05:56,You want three positives and three negatives.
259,437,155,Speaker 1,F,01:06:04,Transportation is positive. Yeah. So is Messenger really isn't. Yeah.
260,438,156,Speaker 5,F,01:06:10,Yeah. Access to nature
261,439,157,Speaker 2,F,01:06:12,access to nature is a blessing.
262,440,158,Speaker 4,F,01:06:14,Yeah. But you don't want to count. Three Don't. So what else would you say was the involvement then by the.
263,441,159,Speaker 3,F,01:06:25,"Well, the environment where you live and access to nature."
264,442,160,Speaker 1,F,01:06:28,"Yeah, yeah, not necessarily one side, but you could be inside no one like outside. Yeah, inside and outside the environment. Yeah. Well, I suppose that access to nature."
265,443,161,Speaker 1,F,01:07:21,I'm looking for stairs. Stairs is like a very big negative.
266,444,162,Speaker 2,F,01:07:28,I think how to use technologies.
267,445,163,Speaker 1,F,01:07:30,"Yes. OK. Yeah. Well, I think it's positive."
268,446,164,Speaker 2,F,01:07:35,"No, no, it's hard. Well, it's a step in the right way."
269,447,165,Speaker 4,F,01:08:05,"I mean, you can have your flat, your lift I mean."
270,448,166,Speaker 2,F,01:08:17,"No, I have to move, I see you do that. Well, that's going to be difficult. You don't want to move, do you?"
271,449,167,Speaker 1,F,01:08:51,"Stairs and Technology. What else? The trip overs? Well, that's that's all around us in the pavement. Yeah, yeah, but it's a negative thing isn't it? trip over. Yeah, yeah, yeah. How many people fall over in the streets do? Yeah, yeah."
272,450,168,Speaker 5,F,01:09:44,"One of the things is like the internal environment that you live in. Yeah, because what was suitable for you when you moved in is not suitable now, and quite often the properties can't be adapted in any way or suitably for you. So it is moving out of the property living into something else. And you know, as you get older, you don't want to go through all the stuff in the loft. Get somebody elsedo that.Laughs.."
273,452,170,Speaker 1,F,01:10:55,Safe environment and messenger.
274,453,171,Speaker 1,F,01:11:07,"It's inclusive. Is it WhatsApp before it closes the Sharks? Snapchat, Snapchat"
275,454,172,Speaker 2,F,01:11:18,"Oh, I think that's sensitive. OK, and I can't look."
276,456,174,Speaker 3,F,01:11:56,observations like that about what should I associated with at frustrated
277,457,175,Speaker 4,F,01:12:40,"Well, upstairs is not accessible rooms."
278,458,176,Speaker 3,F,01:12:49,"Yeah, exactly. No, no, no. I agree with you. There's focus one, A and B. I mean, Penny was talking about she's she's all right now. She might have to move.But OK, she can move. But then whatever she moves through, she's got to start finding new friends and things."
279,459,177,Speaker 6,F,01:13:16,"Of course, I haven't got any."
280,460,178,Speaker 4,F,01:14:02,Air quality. Oh yeah. Like bad air quality.
281,461,179,Speaker 4,F,01:14:23,Not being able to drive the car at the time.
282,462,180,Speaker 3,F,01:16:18,"But I think that is negative, isn't it?"
283,463,181,Speaker 1,F,01:16:21,The attitude that you come across?
284,464,182,Speaker 1,F,01:16:23,"It appears. Well, I don't think so. I think, you know that someone I think we were talking about all night."
285,465,183,Speaker 5,F,01:16:55,"Um, well, you know, when we do Taichi, that is attached to something called the Elder tree. OK, that's for like people that they come and see you in your home and things like that befriended, befriended and with the commune in that attitude they go to is Gordon and they've been doing his shopping."
286,466,184,Speaker 5,F,01:17:14,"Oh, good. Yeah, yeah. The Elder tree and they've been doing Gordon's shopping for it and they do all sorts of things,."
287,467,185,Speaker 5,F,01:17:36,"There is also silver line, which is another service for older people. So, you know, everybody thinks it's a taxi group in Plympton, but it's actually"
288,468,186,Speaker 2,F,01:18:49,"well, it's it's a common thing that you see now is ageist. Yeah. And it's the attitude towards older people. You know, where some people can't be bothered explaining things to them or helping them? You know, I'm sure that's different in banks, you know where they help them. But there are some people that just can't be bothered with them because they're older and more wobbly. And, you know, you would think. Well, I think it's just physical as well."
289,469,187,Speaker 3,F,01:19:29,"Sometimes they don't even notice you're there. They walk through, you're feeling invisible. Yes. Yeah, that's a good one definitely.It just seems strange now when shop assistants called me darling, and are you all right my love, sweetie..laughs. It seems a bit strange. I don't feel that."
290,470,188,Speaker 1,F,01:20:01,"Mm hmm. Yeah, that's negative, isn't it?"
291,471,189,Speaker 3,F,01:20:04,"Well, it's kind, isn't it kindly? I don't take offence by it. I just seems..."
292,472,190,Speaker 2,F,01:20:08,"but people could be offended, couldn't they?"
293,473,191,Speaker 3,F,01:20:11,"Yeah, yeah. But if they sort of humped and glumped because I was a bit slow putting stuff into my bag, I'd get upset then so I can take that one."
294,474,192,Speaker 5,F,01:20:22,"Well, I suppose it's a perception of what is an older person. Yeah, if you're 18, anybody over 30."
295,475,193,Speaker 1,F,01:20:28,"So yeah, yeah. You know? When you get to 70, well, there's no chance you just think, you know, you know, that's it."
296,476,194,Speaker 3,F,01:20:42,"I'm quite content in my life here, you know?"
297,477,195,Speaker 3,F,01:20:46,We've got about 30 years.
298,478,196,Speaker 3,F,01:20:51,They want life to be nice.
299,479,197,Speaker 5,F,01:20:53,"I don't go back 30 years because I was in a divorce then, I'll go back 25 years."
300,480,198,Speaker 2,F,01:21:14,"That might put, you know, I might be put off, although I might put them off if I tried to go raving Glastonbury. Oh no, I go to Glastonbury, but no, not at raving, no, no, no."
301,481,199,Speaker 4,F,01:22:54,"Not really, no."
302,482,200,Speaker 1,F,01:23:07,"Not in my case, but I suppose in the future mine would be. Carrying shopping up the of all the stairs that's the problem, and if you get it delivered, they don't bring it up the stairs."
303,483,201,Speaker 4,F,01:24:01,But the taxi driver always brings up. I don't think he likes it. He doesn't get much choice. He just get some shopping
304,484,202,Speaker 6,F,01:24:18,"And it won't be Morrisons because they put everything in a big plastic basket, not in bags. So they're not going to bring those shopping up the stairs,."
305,486,204,Speaker 5,F,01:24:34,That's a negative one as well.  the deliveries? Yes. Yeah.
306,487,205,Speaker 6,F,01:24:57,We should be careful. Yes.
307,488,206,Speaker 1,F,01:25:03,And that makes their minds.
308,489,207,Speaker 1,F,01:25:24,"Maybe by that time, Hazel bought you a lift."
309,490,208,Speaker 2,F,01:25:39,"Well, my family helps me. Yeah, so we put family down. That's a positive."
310,491,209,Speaker 4,F,01:25:45,"Yeah, yeah, yeah. absolutely, because my daughter ..."
311,492,210,Speaker 5,F,01:26:36,"Negative! It depends which side you're looking at, that side is nice, and that side is not."
312,493,211,Speaker 4,F,01:26:40,"Yeah, we've got like good and bad."
313,494,212,Speaker 5,F,01:26:59,"I think it depends on what kind of property you live in. If you live in a block of flats and you know, several neighbours in that block, officials say there's seven other flats there. Out of those seven, you're going to find a couple that would be helpful. Yeah. You know, but I live on a busy main road and I believe that 32 years and I only know the neighbours of either side because everybody was out and about to work and everything. So I don't really know them."
314,495,213,Speaker 4,F,01:27:29,"Oh, I was saying about when the weather was really bad. The young man that lives just across the road upstairs from he came down and so did make above me. And then you're not going out with anything you want, will get it for you. Which is lovely and sweet."
315,496,214,Speaker 1,F,01:27:47,Very nice. isn't it?
316,497,215,Speaker 2,F,01:29:05,"I think where we live that we fall out occasionally, it's more like a big family. Mm hmm. Yeah. You know, even if you fall out with somebody, if they need help, everybody rush out and."
317,498,216,Speaker 2,F,01:29:21,"Yes, that particular Barbican community."
318,499,217,Speaker 6,F,01:29:26,"It's differen from whereI live because all the people in the property I live in are all the same age, you know, so you don't have that makes, and in a way that is a negative thing for me personally. But you know. We're all kind of clumped together because we're getting old."
319,500,218,Speaker 1,F,01:29:53,"Well, we're the same."
320,501,219,Speaker 6,F,01:29:55,"Yes, but you do have younger people working."
321,502,220,Speaker 1,F,01:29:59,Playing loud music and have party.
322,503,221,Speaker 3,F,01:30:02,Join them. laughs...Yeah.
323,504,222,Speaker 1,F,01:30:04,Not at one o'clock in the morning. So it could be it could be a negative thing.
324,505,223,Speaker 5,F,01:30:21,"This morning, I got a Facebook friend request from Young Georgie, so I remember being born to make life above me, and now she's got kids of her own. She wanted me as a Facebook friend. Laughs. That's not bad. I've known since the day she was born."
325,507,225,Speaker 3,F,01:32:26,"Technology is, the fact of the social and gotten social justice. Oh, social and social."
326,508,226,Speaker 2,F,01:32:45,"Easy access to things, I suppose. When you are older, you know, stais, for example."
327,509,227,Speaker 1,F,01:33:13,You can write down what you like when we're gone. Laughs.
328,510,228,Speaker 1,F,01:33:59,So it was this this is all towards. I understood that it was how a robot could help you in.
329,511,229,Speaker 2,F,01:34:49,We look forward to that.
330,512,0,Speaker 1,F,00:01:25,You're welcome participation as well. No worries.
331,513,1,Speaker 2,F,00:03:52,I live on my own.
332,514,2,Speaker 3,F,00:03:53,I live on my own too
333,515,3,Speaker 4,F,00:03:55,I live with my partner and my two cats.
334,517,5,Speaker 1,F,00:04:02,"I live with my partner, and sadly no, no cat ."
335,518,6,Speaker 3,F,00:04:52,"Very important. Well, obviously I'm not at home all the time. All. It's my space. It's my home, and I can do anything I want. I don't have to please anyone."
336,520,8,Speaker 3,F,00:05:28,My children are always on the phone.
337,522,10,Speaker 1,F,00:05:30,"Yeah, that's my biggest fear. I don't have children. I don't want to be amongst other people. I want to stay inmy own home, but what happens if Rob is not there like it and I get poorly, I just die in the living room probably. Laughs.."
338,523,11,Speaker 3,F,00:05:44,"I mean, you know, we're lucky we got intercoms posts in our flat. So if benefit was to happen, we could get straight on a medical. So my hope is that gives me confidence. What my daughter come down for 10 days before it's gone?"
339,524,12,Speaker 3,F,00:06:02,"She took over my telly, she took over my chair and everything else I don't like. I'm like oh, oh."
340,525,13,Speaker 1,F,00:06:21,"And also when you've got a lot of people around you that you're not used to having around you, you're like, Oh, I have to dress, I have to brush my hair. I have to be on my best behaviour. I have to be nice to people."
341,526,14,Speaker 3,F,00:06:33,"You take me up so hard, if you don't like it, bye bye."
342,527,15,Speaker 2,F,00:06:38,"But let's do it, and I work you from home like we are now, aren't we? It's just very. The only time I actually put all my work clothes is ... Now, obviously we are allowed to go out and do visits again when we were when it was totally working from home. Any time I would actually get dressed, get sort of get dressed, put in a nice top and brush my hair was when we had Zoom meetings. Otherwise, I'll be like... yeah."
343,529,17,Speaker 2,F,00:07:02,"and I keep my pyjamas on, you know it's raining what I want to get dressed for."
344,530,18,Speaker 3,F,00:07:08,"Because at young age after you spend all your life trying to impress people, you become so many different people's to try to fit in, and you lose your own identity, you know, so I think, well, if you don't like me, so I'm not going to like me if I'm dressed in mine. So, yeah, you know, professional person, they're not going to like me."
345,531,19,Speaker 2,F,00:07:26,So this is no surprises.
346,532,20,Speaker 2,F,00:07:32,"When  you're saying about living independently. So I when my two were little, I worked in several different care homes like one was a Devon County care home and it's gone now. It's a 52 bed one. And it was their lounges on three separate floors. Much the same size as six chairs all the way around, and in the corner was like I say, a normal sized TV like we would've had years ago in our own front rooms, not as big as these  even, and people were just staring at that space or nothing in sight. And I would hate the thought that that would ever happen to me. You know, it's just it's horrendous."
347,533,21,Speaker 1,F,00:08:17,"I don't like the idea of not being able to eat the foods that I want to eat. So somebody is going to come and give me like school dinners, a plate of something that I don't like or don't enjoy. And that's my only choice, especially if I'm in a position where, you know, I'm not well enough to go out and buy food or cook food. So that scares me. The I'll spend the end of my life, you know, just looking at the slop on the plate"
348,535,23,Speaker 2,F,00:08:43,"You can't. Just existing, not doing anything."
349,536,24,Speaker 1,F,00:08:46,"No joy! Yeah, exactly. Yeah, it takes all the joy out of life is, you know, this is all that's left to me. I don't have to worry about my weight anymore, but look what I've got to eat and that's not very inspiring."
350,537,25,Speaker 2,F,00:08:57,"Exactly, I want to enjoy my food because ."
351,538,26,Speaker 1,F,00:09:01,"Yeah, what's left to me?"
352,539,27,Speaker 2,F,00:09:03,"Yeah, I am not able to walk or anything, but yeah, you just yeah..."
353,540,28,Speaker 4,F,00:09:08,"I've got got a man living next door to me, he is a hundred and one, and without a support from his family, I don't know, how he would get on because he's slowing down more and more and more is falling over a lot. He sits out to eat his food and everything else. So, you know, see, without  family around. You can be a bit lost."
354,541,29,Speaker 1,F,00:09:35,Thanks for that sort of thing.
355,542,30,Speaker 4,F,00:09:37,"I'm sorry, but my family's no good. I'm better off without them. You know, I came out of hospital after an operation and its first time I asked my daughter to come up to look after me and I am the one who has to get up and do the dinner. So what would change? hello."
356,544,32,Speaker 2,F,00:11:34,"So Mary Poppins, I will sing it in my head. Yeah, yeah, that's right. Uh, uh,"
357,545,33,Speaker 2,F,00:11:52,"uh, exercise. I like to walk in, but obviously I have problems with my legs now. So in ten years time, I don't know. Well, it's my sisters and my mom is the same, so"
358,546,34,Speaker 1,F,00:12:11,"I'd agree because, as you know, I don't. Yeah, so I want to be able to keep them dancing as long as possible. But also I don't want people to just say, Oh, Hazel, this is your chronological age. So you now have to do seated exercise when you get to do this kind of exercise because they they've seen me on a piece of paper saying that, you know, you may be this age. So they've made an assumption about what I can do physically or not."
359,547,35,Speaker 2,F,00:12:39,"So they have pigeonholed you. I'd say, Yeah,"
360,549,37,Speaker 2,F,00:12:51,"and cycling,"
361,550,38,Speaker 3,F,00:12:53,"I've never been on the bike for years,."
362,551,39,Speaker 4,F,00:12:54,"I  know, we should go bike riding."
363,553,41,Speaker 2,F,00:12:59,"Yeah, but you've got electric bikes today, you know, I think it makes it easier."
364,554,42,Speaker 3,F,00:13:08,"After another 10 years, I might have a scooter."
365,555,43,Speaker 1,F,00:13:11,"Yeah, you can. Do you miss walking?"
366,556,44,Speaker 3,F,00:13:15,I used to walk everywhere.
367,557,45,Speaker 1,F,00:13:16,Do you miss it now that you can't do it? Well.
368,558,46,Speaker 3,F,00:13:18,"No, I do miss it because I've got this bulges in my spine and the the vertebraes are starting to crumble. And I might get a pinch in my nerve, and my legs just give up and fall to the floor. So I was out with my daughter last week to the Barbican to the Hooe, every five minutes or so, I sit down. And the last two bus stops, I've got a bus I wanted to go home. and I suffered for days after. I don't take painkillers because of if I ever do it and I could, my legs could collapse way with me while I go across the road or anything like that."
369,559,47,Speaker 2,F,00:13:57,"Yeah, this is kind of masks the real problem, doesn't it?"
370,560,48,Speaker 3,F,00:14:01,"Yeah, sort of.."
371,561,49,Speaker 1,F,00:14:04,"I think washing, and that sounds a bit bizarre. But washing and looking after myself, dressing myself, you know, in the future, yeah, feels like a bit of a scary prospect. You know, you got yourself if you've had an operation, you got hit by a car, so you can actually look. And seeing how little it takes for you to not be able to wash or getting out of the bath and, you know, look, look after yourself. You don't think of it when you're well. But as soon as you can't do that.."
372,562,50,Speaker 4,F,00:14:36,"My mom, she's got diabetes and she goes for dialysis three times a week. She's she's blind, so she she can't cook for herself. My sister's a carer. But she can still shower herself a shower. She can still get herself ready, but she gets so upset because she can't see, so, yeah, yeah, and yeah, so it's really hard for like, see my mom being like family, she was doing everything for me. Now, it's the other way around, but my daughter sees that, you know, like with my grand children, she says, you're wiping their bums. I'll be wiping your bum when we get old. I don't ever want you to do that. She says that to me all the time, I just doesn't say bums."
373,563,51,Speaker 2,F,00:15:45,"Yeah, yeah, yeah. I can imagine. What is she looking forward to it or something?"
374,564,52,Speaker 4,F,00:15:50,"I don't know, laughs. So I don't go to do this, do that, but do that. Can you change Alison's nappy, I don't know. For God's sake, Laura, I'm just want to sit down for two minutes and say this. Don't worry, I'll be doing yours when you get old. I'll be wiping."
375,565,53,Speaker 2,F,00:16:25,"Oh, bless you."
376,567,55,Speaker 4,F,00:16:36,"Yeah, my mom is all like that sometimes, she'd say  I wish I weren't here and she's eighty six this year."
377,568,56,Speaker 3,F,00:16:48,"When you get to that age, you have to rely on the people you trust, people that are going to look after you. You don't think they're going to abuse you, because in 10 years time I could have Alzheimer's, you know, so you're thinking differently. Yeah, try to trust I mean to trust,  trust people that are coming to look after you, are going to look after you well."
