,Name,Gender,Time,Text
388,Speaker 4,F,00:48:01,
389,Speaker 4,F,00:48:11,living home live fourth floor upstairs day future find difficult fine moment huffed puffed day difficult eventually
390,Speaker 5,F,00:48:38,move property younger ahead 20 year stair walk hill
391,Speaker 4,F,00:48:52,bath bath people share future thinking bath sort picture door step step big problem handrail apparatus handrail good shining floor rug trapped
392,Speaker 5,F,00:49:29,adaptation property stay safer older people living longer long waiting list time top list adaptation longer suitable
393,Speaker 1,F,00:49:55,notice husband older remove matter front fire base trip hazard
394,Speaker 1,F,00:50:18,helpful helpful bungalow flat stair upstairs
395,Speaker 4,F,00:50:39,lift asked
396,Speaker 5,F,00:50:45,advance written possibility
397,Speaker 5,F,00:52:40,dancing morning wake clock plympton live barbican thing
398,Speaker 5,F,00:52:59,half class hoe hoe nice
399,Speaker 3,F,00:53:23,sea wonderful
400,Speaker 1,F,00:53:25,nice park place walk sea nice beautiful accessible
401,Speaker 6,F,00:53:39,thnk nowadays important walk bit dangerous walking love walk walk
402,Speaker 4,F,00:54:00,night
403,Speaker 3,F,00:54:06,jamie jean walk nice true
404,Speaker 5,F,00:54:36,flat plymouth laugh plymouth hilliest place
405,Speaker 1,F,00:54:37,reason live long walk hill
406,Speaker 3,F,00:55:00,pavement full share terrible loss easily fall
407,Speaker 7,M,00:55:11,danger crime crime
408,Speaker 3,F,00:55:24,kerb cruel sochi lady night ground laugh
409,Speaker 5,F,00:55:33,laugh
410,Speaker 1,F,00:55:42,older person working anymore dancing swimming exercising lecture news find walk created health reason people health reason walk walk park sociable thankful felt found lost laugh make sort thing
411,Speaker 5,F,00:56:42,lockdown
412,Speaker 5,F,00:56:59,motivation enjoying people motivation city join long hurt feel confidence catch bus walk road buddy system buddy doorstep join group outgoing make special lockdown communicating people feel effort speak buddy system
413,Speaker 2,F,00:58:07,hazel bless meeting ll ll whisper ear word invite join grab
414,Speaker 3,F,00:58:26,colin making move
415,Speaker 2,F,00:58:28,george park morning
416,Speaker 5,F,00:58:36,
417,Speaker 3,F,00:58:39,test suddenly looked corner eye wobbling leg ninety bless tuesday thought god looked switching puffer brought state book round round extra bit showed test
418,Speaker 3,F,00:59:12,kind push bit give
419,Speaker 1,F,00:59:21,coffee morning
420,Speaker 5,F,00:59:24,bbut coffee morning pub
421,Speaker 2,F,00:59:40,spend time messenger spending time
422,Speaker 6,F,00:59:47,message people linked facebook facebook messenger message message whatsapp whatsapp
423,Speaker 2,F,01:00:04,whatsapp facebook
424,Speaker 5,F,01:00:06,missing facebook
425,Speaker 1,F,01:00:09,aware fossil forest ocean fishing palm oil sharing people understand people fed fact life climate change big
426,Speaker 6,F,01:00:37,argument sign bottom donate donate donate online
427,Speaker 1,F,01:02:22,stay accommodation
428,Speaker 3,F,01:02:29,public transport access accessible public transport
429,Speaker 5,F,01:02:44,public transport called access plymouth people register book trip taichi public transport book access plymouth pick drop pick home register register small fee register advance book give couple day notice small fee built end month book shopping run volunteer driver helpful
430,Speaker 5,F,01:04:18,car mini car minibus wheelchair user afraid car
431,Speaker 5,F,01:04:42,people live centrally live derriford live plymstock life centrally rent transport public transport
432,Speaker 7,M,01:04:58,taxi today community aim begin
433,Speaker 5,F,01:05:01,lost laugh
434,Speaker 7,M,01:05:03,taxi human error
435,Speaker 3,F,01:05:25,couple thing pick
436,Speaker 3,F,01:05:56,positive negative
437,Speaker 1,F,01:06:04,transportation positive messenger isn
438,Speaker 5,F,01:06:10,access nature
439,Speaker 2,F,01:06:12,access nature blessing
440,Speaker 4,F,01:06:14,count involvement
441,Speaker 3,F,01:06:25,environment live access nature
442,Speaker 1,F,01:06:28,necessarily side inside inside environment suppose access nature
443,Speaker 1,F,01:07:21,stair stair big negative
444,Speaker 2,F,01:07:28,technology
445,Speaker 1,F,01:07:30,positive
446,Speaker 2,F,01:07:35,hard step
447,Speaker 4,F,01:08:05,flat lift
448,Speaker 2,F,01:08:17,move difficult move
449,Speaker 1,F,01:08:51,stair technology trip over pavement negative trip people fall street
450,Speaker 5,F,01:09:44,internal environment live suitable moved suitable property adapted suitably moving property living older stuff loft elsedo laugh
451,Speaker 8,M,01:10:49,difficult
452,Speaker 1,F,01:10:55,safe environment messenger
453,Speaker 1,F,01:11:07,inclusive whatsapp close shark snapchat snapchat
454,Speaker 2,F,01:11:18,sensitive
455,Speaker 8,M,01:11:24,technology stair trip hazard
456,Speaker 3,F,01:11:56,observation frustrated
457,Speaker 4,F,01:12:40,upstairs accessible room
458,Speaker 3,F,01:12:49,agree focus penny talking move move move start finding friend thing
459,Speaker 6,F,01:13:16,
460,Speaker 4,F,01:14:02,air quality bad air quality
461,Speaker 4,F,01:14:23,drive car time
462,Speaker 3,F,01:16:18,negative
463,Speaker 1,F,01:16:21,attitude
464,Speaker 1,F,01:16:23,appears talking night
465,Speaker 5,F,01:16:55,taichi attached called elder tree people home befriended befriended commune attitude gordon shopping
466,Speaker 5,F,01:17:14,good elder tree gordon shopping sort thing
467,Speaker 5,F,01:17:36,silver line service older people taxi group plympton
468,Speaker 2,F,01:18:49,common ageist attitude older people people bothered explaining helping bank people bothered older wobbly physical
469,Speaker 3,F,01:19:29,notice walk feeling invisible good strange shop assistant called darling love sweetie laugh bit strange feel
470,Speaker 1,F,01:20:01,negative
471,Speaker 3,F,01:20:04,kind kindly offence
472,Speaker 2,F,01:20:08,people offended
473,Speaker 3,F,01:20:11,sort humped glumped bit slow putting stuff bag upset
474,Speaker 5,F,01:20:22,suppose perception older person 18 30
475,Speaker 1,F,01:20:28,70 chance
476,Speaker 3,F,01:20:42,content life
477,Speaker 3,F,01:20:46,30 year
478,Speaker 3,F,01:20:51,life nice
479,Speaker 5,F,01:20:53,back 30 year divorce back 25 year
480,Speaker 2,F,01:21:14,raving glastonbury glastonbury raving
481,Speaker 4,F,01:22:54,
482,Speaker 1,F,01:23:07,case suppose future mine carrying shopping stair problem delivered bring stair
483,Speaker 4,F,01:24:01,taxi driver brings choice shopping
484,Speaker 6,F,01:24:18,morrison big plastic basket bag bring shopping stair
485,Speaker 7,M,01:24:32,undesirable people block
486,Speaker 5,F,01:24:34,negative delivery
487,Speaker 6,F,01:24:57,careful
488,Speaker 1,F,01:25:03,make mind
489,Speaker 1,F,01:25:24,time hazel bought lift
490,Speaker 2,F,01:25:39,family family positive
491,Speaker 4,F,01:25:45,absolutely daughter
492,Speaker 5,F,01:26:36,negative depends side side nice side
493,Speaker 4,F,01:26:40,good bad
494,Speaker 5,F,01:26:59,depends kind property live live block flat neighbour block official flat find couple helpful live busy main road 32 year neighbour side work
495,Speaker 4,F,01:27:29,weather bad young man life road upstairs make lovely sweet
496,Speaker 1,F,01:27:47,nice
497,Speaker 2,F,01:29:05,live fall occasionally big family fall rush
498,Speaker 2,F,01:29:21,barbican community
499,Speaker 6,F,01:29:26,differen wherei live people property live age make negative personally kind clumped
500,Speaker 1,F,01:29:53,
501,Speaker 6,F,01:29:55,younger people working
502,Speaker 1,F,01:29:59,playing loud music party
503,Speaker 3,F,01:30:02,join laugh
504,Speaker 1,F,01:30:04,clock morning negative
505,Speaker 5,F,01:30:21,morning facebook friend request young georgie remember born make life kid wanted facebook friend laugh bad day born
506,Speaker 8,M,01:32:16,delivery delivery service negative bring stair
507,Speaker 3,F,01:32:26,technology fact social social justice social social
508,Speaker 2,F,01:32:45,easy access thing suppose older stais
509,Speaker 1,F,01:33:13,write laugh
510,Speaker 1,F,01:33:59,understood robot
511,Speaker 2,F,01:34:49,forward
512,Speaker 1,F,00:01:25,participation worry
513,Speaker 2,F,00:03:52,live
514,Speaker 3,F,00:03:53,live
515,Speaker 4,F,00:03:55,live partner cat
516,Speaker 5,M,00:03:58,live partner cat
517,Speaker 1,F,00:04:02,live partner sadly cat
518,Speaker 3,F,00:04:52,important home time space home
519,Speaker 5,M,00:05:11,mind feel case feel bad knocking day checking
520,Speaker 3,F,00:05:28,child phone
521,Speaker 5,M,00:05:30,
522,Speaker 1,F,00:05:30,biggest fear child people stay inmy home rob poorly die living room laugh
523,Speaker 3,F,00:05:44,lucky intercom post flat benefit happen straight medical hope confidence daughter 10 day
524,Speaker 3,F,00:06:02,telly chair
525,Speaker 1,F,00:06:21,people dress brush hair behaviour nice people
526,Speaker 3,F,00:06:33,hard bye bye
527,Speaker 2,F,00:06:38,work home time work clothes allowed visit totally working home time dressed sort dressed nice top brush hair zoom meeting
528,Speaker 5,M,00:07:01,shaving
529,Speaker 2,F,00:07:02,pyjama raining dressed
530,Speaker 3,F,00:07:08,young age spend life impress people people fit lose identity dressed mine professional person
531,Speaker 2,F,00:07:26,surprise
532,Speaker 2,F,00:07:32,living independently worked care home devon county care home 52 bed lounge separate floor size chair corner normal sized tv ve year ago front room big people staring space sight hate thought happen horrendous
533,Speaker 1,F,00:08:17,idea eat food eat give school dinner plate enjoy choice position buy food cook food scare spend end life slop plate
534,Speaker 5,M,00:08:41,tapioca
535,Speaker 2,F,00:08:43,existing
536,Speaker 1,F,00:08:46,joy joy life left worry weight anymore eat inspiring
537,Speaker 2,F,00:08:57,enjoy food
538,Speaker 1,F,00:09:01,left
539,Speaker 2,F,00:09:03,walk
540,Speaker 4,F,00:09:08,man living door hundred support family slowing falling sits eat food family bit lost
541,Speaker 1,F,00:09:35,sort
542,Speaker 4,F,00:09:37,family good hospital operation time asked daughter dinner change
543,Speaker 5,M,00:11:19,gardening green space older feed bird stuff
544,Speaker 2,F,00:11:34,mary poppins sing head
545,Speaker 2,F,00:11:52,exercise walk problem leg ten year time sister mom
546,Speaker 1,F,00:12:11,agree dancing long people hazel chronological age seated exercise kind exercise piece paper age made assumption physically
547,Speaker 2,F,00:12:39,pigeonholed
548,Speaker 5,M,00:12:45,walking countryside walking
549,Speaker 2,F,00:12:51,cycling
550,Speaker 3,F,00:12:53,bike year
551,Speaker 4,F,00:12:54,bike riding
552,Speaker 5,M,00:12:57,flat plymouth
553,Speaker 2,F,00:12:59,electric bike today make easier
554,Speaker 3,F,00:13:08,10 year scooter
555,Speaker 1,F,00:13:11,miss walking
556,Speaker 3,F,00:13:15,walk
557,Speaker 1,F,00:13:16,miss
558,Speaker 3,F,00:13:18,miss bulge spine vertebraes starting crumble pinch nerve leg give fall floor daughter week barbican hooe minute sit bus stop bus wanted home suffered day painkiller leg collapse road
559,Speaker 2,F,00:13:57,kind mask real problem
560,Speaker 3,F,00:14:01,sort
561,Speaker 1,F,00:14:04,washing sound bit bizarre washing dressing future feel bit scary prospect operation hit car wash bath
562,Speaker 4,F,00:14:36,mom diabetes dialysis time week blind cook sister carer shower shower ready upset hard mom family daughter grand child wiping bum wiping bum time bum
563,Speaker 2,F,00:15:45,imagine forward
564,Speaker 4,F,00:15:50,laugh change alison nappy god sake laura sit minute worry wiping
565,Speaker 2,F,00:16:25,bless
566,Speaker 5,M,00:16:27,guess mental distress life
567,Speaker 4,F,00:16:36,mom eighty year
568,Speaker 3,F,00:16:48,age rely people trust people abuse 10 year time alzheimer thinking differently trust trust trust people coming
569,Speaker 1,F,00:17:06,problem rayan thing realise fall ladder change light bulb accident realised physically
570,Speaker 2,F,00:17:25,kind gradual eyesight hearing mom 88 good hearing ll ll answered heard overnight illness
571,Speaker 4,F,00:17:47,repeating mom told day
572,Speaker 4,F,00:18:06,grandchild time daughter work week holiday
573,Speaker 2,F,00:18:17,busy girl
574,Speaker 4,F,00:18:26,giver taker
575,Speaker 2,F,00:18:38,door neighbour lockdown wife cancer treatment doctor lockdown shopping ordinarily shopping month weekly coming plymouth week shopping lidl held breath lidl
576,Speaker 2,F,00:19:05,phew home stressful disease nice builder reciprocated building porch shopping front porch back finished wow
577,Speaker 4,F,00:19:33,scare people
578,Speaker 2,F,00:19:45,
579,Speaker 1,F,00:19:45,looked
580,Speaker 2,F,00:19:52,independent
581,Speaker 1,F,00:19:52,
582,Speaker 2,F,00:19:52,
583,Speaker 1,F,00:19:58,cooking start theme
584,Speaker 4,F,00:20:02,cooking cleaning person
585,Speaker 1,F,00:20:09,grateful
586,Speaker 1,F,00:20:13,miserable
587,Speaker 2,F,00:20:15,beholden
588,Speaker 1,F,00:20:17,grateful coming accept add end low depressed thinking control
589,Speaker 2,F,00:20:37,compromise time
590,Speaker 5,M,00:20:40,nice people
591,Speaker 5,M,00:20:45,mind
592,Speaker 1,F,00:20:50,easygoing
593,Speaker 5,M,00:20:52,give job
594,Speaker 3,F,00:20:57,child eldest thirty month youngest 31 hard lara eldest hard
595,Speaker 1,F,00:21:27,move immigrated canada
596,Speaker 3,F,00:21:30,
597,Speaker 1,F,00:21:32,position child people caring stranger
598,Speaker 3,F,00:21:39,child girl boy moved
599,Speaker 1,F,00:21:48,family
600,Speaker 3,F,00:21:50,
601,Speaker 1,F,00:21:51,family
602,Speaker 2,F,00:21:57,trusting stranger
603,Speaker 4,F,00:22:00,trust life people life trust long time group people community room friend associate straight back room
604,Speaker 2,F,00:22:18,sanctuary safe place invading personal space
605,Speaker 4,F,00:22:57,shopping
606,Speaker 2,F,00:22:58,blimey
607,Speaker 4,F,00:23:04,shopping
608,Speaker 2,F,00:23:11,mine top gardening exercise life
609,Speaker 1,F,00:23:17,mine dancing work equally find difficult visual impairment older totally
610,Speaker 1,F,00:23:30,learn adapt find difficult journey sight loss hearing loss deal bit find sight loss big issue deal
611,Speaker 2,F,00:23:46,ditto aware dry eye time drive mad fix
612,Speaker 4,F,00:24:00,mom muscular degeneration completely blind false upset past half year granny eldest october time home picture upset
613,Speaker 1,F,00:24:30,read puzzle watch film photograph loved
614,Speaker 4,F,00:24:44,mom read night bed tape audio tape love bingo bingo time week
615,Speaker 5,M,00:25:11,enjoy good book good film noticed reading enjoy good book watching good film
616,Speaker 2,F,00:25:24,taking photo hard autofocus nice due photo glass harder contact lens make easier stand thought putting eye awful love walking moor live moor taking photo babysit
617,Speaker 1,F,00:26:05,combination loss lost accurate loss watching people sit coffee shop watch people make feel isolated life
618,Speaker 2,F,00:26:26,make life people sit eat make thier life spy give interesting life
619,Speaker 5,M,00:26:44,make rude comment
620,Speaker 2,F,00:26:48,hope
621,Speaker 4,F,00:27:11,call time
622,Speaker 5,M,00:27:27,car accident
623,Speaker 2,F,00:27:31,2010
624,Speaker 5,M,00:27:54,mentioned walking
625,Speaker 4,F,00:27:58,hobby walking walking day
626,Speaker 1,F,00:28:06,list walked kind general top
627,Speaker 1,F,00:28:14,exercise exercise care
628,Speaker 4,F,00:28:23,watching tv love sit watch tv tv soap
629,Speaker 5,M,00:28:38,cooking fun forward eating
630,Speaker 1,F,00:28:47,depending cooking skill laugh
631,Speaker 3,F,00:28:56,taking care
632,Speaker 2,F,00:28:58,care socialising awful totally isolated
633,Speaker 4,F,00:29:24,
634,Speaker 5,M,00:29:27,granted week
635,Speaker 4,F,00:29:34,church sunday lift socialising smaller group family great big church nice week meal amount socialising
636,Speaker 2,F,00:29:56,meeting people general cinema friend meal people
637,Speaker 4,F,00:30:09,socialisation
638,Speaker 2,F,00:30:14,work
639,Speaker 4,F,00:30:21,mind time busy grandchild home
640,Speaker 1,F,00:30:44,time talked people live zoom call week contact
641,Speaker 3,F,00:30:55,frightening
642,Speaker 1,F,00:30:56,start thinking reminds terrifying contact andnot speak older person checkout supermarket chatting cashier rush back work goodness sake move back mind current contact person flippant socialising begin imagine debilitating literally bed spoken day
643,Speaker 1,F,00:31:48,physical ability meet people confidence turn join club super frightening
644,Speaker 3,F,00:31:59,live community home care staff family helping people helping people people needed couple day shopping lucky
645,Speaker 1,F,00:32:25,absolutely lived house 1988 neighbour
646,Speaker 1,F,00:32:33,talk talk
647,Speaker 4,F,00:32:39,live barbican neighbour lovely bother good morning
648,Speaker 2,F,00:32:54,strange
649,Speaker 2,F,00:32:56,world living
650,Speaker 4,F,00:32:58,people live
651,Speaker 2,F,00:33:12,contact team phoning people lockdown team
652,Speaker 1,F,00:33:25,
653,Speaker 1,F,00:33:28,leaseholder find tenant speaking elderly leaseholder phone talk talk fine pick phone
654,Speaker 1,F,00:33:51,problem necessarily talk people problem funny positive happened share good news difficult
655,Speaker 1,F,00:34:12,suppose losing eyesight losing hearing communication isolating
656,Speaker 5,M,00:34:26,isolation prison punishment
657,Speaker 5,M,00:34:33,locked
658,Speaker 1,F,00:34:36,punishment show punish human isolate
659,Speaker 5,M,00:34:45,study made bit cruel statistically cat cat happier kind contact negative contact hit kind stroke happier contact sort people bad contact weird
660,Speaker 5,M,00:35:34,important laugh
661,Speaker 1,F,00:35:35,understatement
662,Speaker 4,F,00:35:38,smoker smoked pop started stop minute smoke understand cigarette
663,Speaker 2,F,00:36:10,important meeting smoking area
664,Speaker 2,F,00:36:25,big decision made
665,Speaker 5,M,00:36:28,gut great office
666,Speaker 2,F,00:36:34,guess pretend candy
667,Speaker 5,M,00:36:46,learn team suddenly talk team organisation meeting formal happening neck wood
668,Speaker 4,F,00:50:15,worst opening tin
669,Speaker 1,F,00:50:19,jar jar
670,Speaker 3,F,00:50:24,kind problem open easily time won bang
671,Speaker 2,F,00:50:35,gadget
672,Speaker 5,M,00:50:38,opener good
673,Speaker 2,F,00:50:41,mom make easier knowing gadget
674,Speaker 1,F,00:50:49,high ceiling house foot tall change light bulb ladder light bulb hang stairwell top ladder hold leg lean god drop change bulb time terrified light future
675,Speaker 2,F,00:51:21,dark laugh
676,Speaker 1,F,00:51:23,hallway light light stair light stair
677,Speaker 5,M,00:51:28,light
678,Speaker 1,F,00:51:30,guess money job scaffolding floor high light floor high literally dangling floor
679,Speaker 4,F,00:52:01,wall
680,Speaker 1,F,00:52:03,expensive job
681,Speaker 2,F,00:52:07,maintenance issue older cleaning window future
682,Speaker 1,F,00:52:20,balance worry older pension money resource adaptation pay small pension afford pay house repair adaptation
683,Speaker 5,M,00:52:49,lack money barrier
684,Speaker 4,F,00:52:56,place home work people sister bath shower toilet walker
685,Speaker 5,M,00:53:23,qualify social service
686,Speaker 1,F,00:53:29,
687,Speaker 4,F,00:53:29,meant social service
688,Speaker 3,F,00:53:32,depends money ve
689,Speaker 1,F,00:53:35,condition becausei feel situation assessing formalised
690,Speaker 1,F,00:53:45,social service needy
691,Speaker 3,F,00:53:50,stool sit peeling vegetable cooking make bed stop pain back hour hoover stop sit place back age cleaner
692,Speaker 1,F,00:54:13,cost resource coming home
693,Speaker 3,F,00:54:20,
694,Speaker 5,M,00:54:22,knowing nice explained older people claim today entitled
695,Speaker 1,F,00:54:41,pride
696,Speaker 4,F,00:54:46,mom pension stopped blind social service filled form fortune
697,Speaker 1,F,00:55:02,depending letting social service
698,Speaker 4,F,00:55:08,mom entitled entitled
699,Speaker 5,M,00:55:18,paid life social insurance
700,Speaker 4,F,00:55:25,
701,Speaker 1,F,00:55:26,house designed health height capability change reach cupboard wheelchair stick simple suddenly impossible manage
702,Speaker 2,F,00:55:52,story high ceiling coming stair banister banister moment door front door main road path 12 step ability step door neighbour cancer husband mobility scooter step ramp wow bit steep mouse imagine disappearing garden wow laugh
703,Speaker 2,F,00:56:45,easily year adapting home suit
704,Speaker 1,F,00:56:57,shopping shopping car wanted bus shop small day walk back bus stop close house carry trolley lift trolley bus constantly carry carry aid shop
705,Speaker 3,F,00:57:28,walking stick
706,Speaker 2,F,00:57:32,live remotely sort city harder drive anymore necessarily bus service make harder village shop sell basic thing expensive half dozen egg pound woo state pension compromising health thing save boiler break heat important loaf bread milk prioritising
707,Speaker 2,F,00:58:37,struggling pandemic
708,Speaker 4,F,00:58:41,shopping hope love shopping
709,Speaker 2,F,00:58:51,food menu long shopping based buy bargain special offer making rest month
710,Speaker 5,M,00:59:08,clothes feel
711,Speaker 4,F,00:59:11,shop shut debenhams gutted love shop
712,Speaker 3,F,00:59:18,home delivery rely product good fresh product
713,Speaker 4,F,00:59:27,supermarket big trollies picking shelf
714,Speaker 3,F,00:59:34,checking day expiry
715,Speaker 1,F,00:59:37,fussy people row
716,Speaker 1,F,00:59:43,gonna back shop make beef stew today shop reasonable catch eye
717,Speaker 2,F,00:59:59,
718,Speaker 5,M,01:00:03,bargain
719,Speaker 2,F,01:00:04,sort
720,Speaker 4,F,01:00:06,clearance bargain buy good stuff
721,Speaker 3,F,01:00:14,freezer
722,Speaker 1,F,01:00:16,delivery found difficult guy door dump floor short timescale turn kind shopping stressed kind yank house chucking stuff rushing
723,Speaker 5,M,01:00:48,give
724,Speaker 1,F,01:00:50,giving helpful
725,Speaker 5,M,01:00:55,colour laugh
726,Speaker 1,F,01:01:07,food shopping personal
727,Speaker 3,F,01:01:11,socialising people
728,Speaker 4,F,01:01:14,live spend amount delivered
729,Speaker 4,F,01:01:22,twenty
730,Speaker 4,F,01:01:26,born food necessarily looked shopping basket trolley judgemental laugh
731,Speaker 4,F,01:01:38,
732,Speaker 1,F,01:01:40,shop feel guilty buying bottle wine local op
733,Speaker 2,F,01:01:46,
734,Speaker 1,F,01:01:47,hold low alcohol laugh
735,Speaker 2,F,01:01:51,clock morning laugh
736,Speaker 5,M,01:02:57,knowledge big knowledge knowing information
737,Speaker 5,M,01:03:04,heard
738,Speaker 2,F,01:03:13,internet village parish council find web page internet
739,Speaker 4,F,01:03:24,talking age internet great mother 80 blind bought mobile phone
740,Speaker 4,F,01:03:49,worth
741,Speaker 1,F,01:03:52,socialisation
742,Speaker 3,F,01:03:53,knowledge social service facility
743,Speaker 5,M,01:04:07,65
744,Speaker 2,F,01:04:08,community group
745,Speaker 1,F,01:04:12,physical thing
746,Speaker 1,F,01:04:19,people big problem actual physicality house live keeping good repair suitable
747,Speaker 2,F,01:04:31,maintenance
748,Speaker 1,F,01:04:32,describe maintenance adaptation property living
749,Speaker 2,F,01:04:40,bath stair
750,Speaker 2,F,01:04:58,
751,Speaker 1,F,01:05:10,transport
752,Speaker 2,F,01:05:17,mention sort loss car loss independence
753,Speaker 5,M,01:05:22,transport
754,Speaker 1,F,01:05:23,
755,Speaker 3,F,01:05:33,knowledge
756,Speaker 1,F,01:05:35,physical
757,Speaker 5,M,01:05:38,
758,Speaker 3,F,01:05:39,
759,Speaker 1,F,01:05:39,social informational thinking kind brick mortar type physical environment
760,Speaker 4,F,01:05:49,shopping shopping big
761,Speaker 2,F,01:06:05,physically
762,Speaker 6,M,01:06:08,mobility moving transporting thing mobility
763,Speaker 1,F,01:06:24,physical capability
764,Speaker 6,M,01:06:27,loved knowledge guy talked physical fit amazing
765,Speaker 1,F,01:06:43,run regular newsletter regular update community centre physical sense people community worker age concern housing provider
766,Speaker 3,F,01:07:02,
767,Speaker 1,F,01:07:05,kind physical environment agency
768,Speaker 6,M,01:07:10,information centre
769,Speaker 2,F,01:07:12,gp surgery demographic
770,Speaker 5,M,01:07:26,learn job
771,Speaker 2,F,01:07:36,make life easier knowing sort grab handle door struggling front door
772,Speaker 3,F,01:07:50,information important lady moved wrong house realised heating bill
773,Speaker 1,F,01:07:59,bless
774,Speaker 3,F,01:07:59,freezing cold winter hospital hypothermia bad information
775,Speaker 1,F,01:08:10,frightened
776,Speaker 3,F,01:08:12,extra money realise talking information told end
777,Speaker 1,F,01:08:32,good job explaining guess
778,Speaker 3,F,01:08:40,maintenance house keeping warm
779,Speaker 1,F,01:09:23,helpful gadget love gadget
780,Speaker 3,F,01:09:31,meet sister load stuff hospital doctor social worker found stuff
781,Speaker 1,F,01:09:52,gadget adaptation physically stay environment
782,Speaker 4,F,01:09:59,independence
783,Speaker 1,F,01:10:04,handrail versus moving home quick win
784,Speaker 3,F,01:10:10,flat person lived wheelchair
785,Speaker 1,F,01:10:28,cat love cat
786,Speaker 3,F,01:10:30,dangerous older trip stair stair straight avoid top bottom boom back
787,Speaker 1,F,01:10:46,rid cat
788,Speaker 3,F,01:10:49,laugh
789,Speaker 1,F,01:10:50,love cat
790,Speaker 5,M,01:10:51,company
791,Speaker 1,F,01:10:53,company
792,Speaker 1,F,01:11:00,found cat died felt care routine life left breakfast routine kind thinking company routine sense
793,Speaker 5,M,01:11:32,worry
794,Speaker 1,F,01:11:33,found hard died felt house felt house home felt missing struggled find routine
795,Speaker 5,M,01:11:53,die
796,Speaker 1,F,01:11:56,november
797,Speaker 5,M,01:11:57,
798,Speaker 1,F,01:12:00,rob ready
799,Speaker 5,M,01:12:05,home
800,Speaker 3,F,01:12:07,kitten
801,Speaker 3,F,01:12:09,kitten
802,Speaker 3,F,01:12:12,allowed pet pet
803,Speaker 1,F,01:12:17,difficult
804,Speaker 3,F,01:12:19,tying
805,Speaker 4,F,01:12:21,birthday worry
806,Speaker 3,F,01:12:29,problem moved barbican
807,Speaker 3,F,01:12:35,tying mother hard good neighbour
808,Speaker 1,F,01:12:52,pet important long distance travelling longer period time
809,Speaker 3,F,01:13:06,waiting kirsty home dog dog sit grand dog liam born manchester
810,Speaker 3,F,01:13:29,stair lift people live story house stair lift physical adaptation mobility stair lift mobile upstairs bring
811,Speaker 5,M,01:13:56,adaptation
812,Speaker 6,M,01:13:59,broad category
813,Speaker 1,F,01:14:02,thinking pet important people important
814,Speaker 4,F,01:14:10,dog dog cat sense unhappy
815,Speaker 1,F,01:14:21,cat care unhappy
816,Speaker 3,F,01:14:30,dog reliant owner cat dependent
817,Speaker 1,F,01:14:36,suppose dog long massive great big dog feed exercise rason push exercise
818,Speaker 3,F,01:14:56,space park
819,Speaker 4,F,01:15:01,live barbican green space sea rubbish seagull laugh
820,Speaker 5,M,01:15:16,nice
821,Speaker 3,F,01:16:14,find supermarket cater single people buy big buy big tin small tin tomato necessarily catered single people
822,Speaker 4,F,01:16:35,buy small tin cheaper buy big tin
823,Speaker 1,F,01:16:47,holiday restaurant uncomfortable experience sit coffee shop sit restaurant restaurant table remember expression sit chat
824,Speaker 6,M,01:17:14,shared table
825,Speaker 1,F,01:17:16,scheme notice table community coffee table sit prepared sit chat kind cup coffee feel good drinking pretend reading
826,Speaker 3,F,01:17:41,time eat nice
827,Speaker 1,F,01:17:51,difficult cook home feel place didn feeling dear
828,Speaker 3,F,01:18:08,older harder make friend friend moved passed sort thing make friend hard
829,Speaker 4,F,01:18:24,left home family friend 30 year ago husband split moved plymouth daughter eldest daughter find hard forty moved plymouth find hard friend army environment big family left home moved friend sutherland friend people grew family
830,Speaker 1,F,01:19:15,lose partner divorce die lose half friend
831,Speaker 4,F,01:19:27,lose half family
832,Speaker 1,F,01:19:29,couple family friend person reason suddenly include grandchild thing
833,Speaker 4,F,01:19:42,family supportive close kid kid basically friend hazel friend haven family nice
834,Speaker 5,M,01:20:20,compared china culture elderly respected live house social connection britain lost century
835,Speaker 3,F,01:20:39,care home system
836,Speaker 4,F,01:20:43,family drop heart needed meet
837,Speaker 1,F,01:20:54,family left living end prejudice older people assumption older people putting activity music find war song people
838,Speaker 1,F,01:21:19,laugh teen listening stuff sixty idea hit 50 talk war knind
839,Speaker 3,F,01:21:36,mention elvis presley laugh
840,Speaker 1,F,01:21:41,hit age physically deteriorated mentally deteriorated
841,Speaker 4,F,01:21:48,child brought listening disco love disco grandchild grow horrible music music child
842,Speaker 1,F,01:22:10,allowed sense older allowed music allowed clothes shopping shop buying clothes mark spencer buying suitable age
843,Speaker 5,M,01:22:35,kind interesting stuff older younger valued
844,Speaker 3,F,01:22:49,young eldest bos changed annoys
845,Speaker 1,F,01:23:01,interesting older find people telling work younger laugh
846,Speaker 3,F,01:23:13,respect mother 61 year losing control kid rule roost adult
847,Speaker 5,M,01:23:42,foot
848,Speaker 3,F,01:23:43,laugh
849,Speaker 3,F,01:23:43,find good technology daughter
850,Speaker 3,F,01:24:02,barrier older people technology sleeping airline banking online sort stuff phone age
851,Speaker 3,F,01:24:26,rotten phone call money
852,Speaker 1,F,01:24:29,scammer
853,Speaker 3,F,01:24:30,scammer sort thing understand environmental problem
854,Speaker 5,M,01:24:36,big social facebook stuff
855,Speaker 3,F,01:24:40,properly talk anymore phone nasty people feeling face face terrify person
