,Tweet,Anger,Disgust,Fear,Joy,Sadness,Surprise
122,"Yeah, I've seen that in a DIY. Big S.O.S. Big. Yes, I think we've got a lift right goes right through to where he needs it, you know? That's brilliant. So outside lifts, you've got stairs outside haven't you? and you.",0.03905822,0.004144861,0.65527284,0.26007086,0.00908781,0.03236543
123,"And you can get these external ones that take you off. It's like a stair's lift, but it's external",0.047630843,0.0070932903,0.030970372,0.5385808,0.06631418,0.3094105
124,"I also think it's important to appreciate what we've got. Yeah, I mean, yesterday, for example, if the gardener all day doing the gardens in the patch where I live, which is a big area with the dust bins in the middle, in a cage, and if we go up to the garden to have a cup of tea or coffee, you can do no wrong, you know?",0.01045774,0.02677024,0.3652926,0.36335438,0.029616827,0.20450817
125,"Yeah, they're not allowed to stop for tea breaks. Well, not on official tea breaks.",0.17568603,0.01299649,0.010765564,0.20980233,0.56025267,0.030496888
126,Awesome. Really good.,0.003926972,0.0010495285,0.011187851,0.34097713,0.014367411,0.6284911
127,"Yeah. Very helpful. Even the ranges of caretakers. I know we can't I'm not allowed to come into your properties or if you need something, take it away, you can get outside your front door. The  communal , you know, and.",0.1547114,0.08286219,0.28737196,0.083237454,0.11598227,0.2758347
128,And if they were to pick up steak every morning picking up the litter at nine o'clock. Wow. Yeah. Emptied the bins every couple of days.,9.4695584e-05,8.254259e-07,0.000217192,0.9996051,6.189842e-05,2.0296977e-05
129,"Yeah, yeah. So you know, we got we do get a lot of help. It is really, you know. Well, I suppose there will come a time when I feel for it. Some people will need to move because of the environment that it may not be suitable for them now.",0.23986815,0.0053361375,0.22331713,0.42719465,0.052905463,0.05137847
130,"It's hard to say because we all we all have different disabilities or health. I mean, we had a lady in our class. She was totally blind. And if you're having a coffee morning or bingo after you come down, play bingo. Somebody go for one of the residents of Walton, go and bring it down and take it back up again and ...",0.020121366,0.002071156,0.043351598,0.92581695,0.004745076,0.0038938464
131,Improvements?,0.044781547,0.009758944,0.057559542,0.6375139,0.043532897,0.20685318
132,But it can turn to mould,0.029509483,0.0022609613,0.06138298,0.47041035,0.3453626,0.09107362
133,"That can affect your respiratory system, you know, breathe breathing and everything else you do.",0.014666092,0.0023791073,0.08468262,0.8424985,0.021216666,0.034557015
134,"Oh, yeah, so you're at you're like leaseholder.",0.010166765,0.013148582,0.0073899217,0.044721343,0.023907108,0.9006663
135,"Yeah, I don't know whether that's how to get things done. Yeah, there's a rent payer. I don't know, you know, but you do find that it would be hard if you to get things done.",0.25271177,0.015987916,0.16573575,0.15183745,0.03755251,0.3761746
136,I've never found it difficult to get things done. I tend to put it in writing. I write a fancy letter to the little department of PCH. And I think that's better than a telephone call.,0.0058021597,8.2818275e-05,0.07107548,0.91103417,0.002401724,0.009603635
137,"Oh, yes. Different landlords, again, the different levels of what they will do and what they want.",0.0058186054,0.0020522745,0.02472628,0.022794029,0.00788362,0.9367252
138,And they've now just in the past week introduced a leasehold forum which is on Zoom. Yeah. And are you going to have a personal personal contact if you're a leaseholder to discuss any problems that might come up.,0.19621488,0.17609672,0.16447471,0.3324646,0.0086151725,0.12213389
139,"Yeah, of course if it's more regular. laughs",0.06964368,0.012272868,0.015405505,0.70783776,0.117619686,0.077220485
140,"Yeah. The thing I I don't use buses now, but I've heard a lot of complaints from some of the residents. The post that goes from town to 25, I think, is a one to the Barbican and the Hoe.",0.039748993,0.027454203,0.25371298,0.36874503,0.18108572,0.12925307
141,You have to be fine.,0.20832697,0.024361743,0.18673728,0.30233833,0.14281139,0.13542429
142,"And they went to use the normal single decker bus. In the summer they're using in the tourist bus. And then when the tourist bus comes and it's full up. Yeah, the regular people who live around there want to get to the doctors at West Hoe, can't get on the bus. Mm-Hmm. Mm hmm. And because of that, you know, enough, I think, is stupid. You don't need that. You can have the tourist bus on, but keep the 25 the normal service going instead of swapping it. You know,",0.19969475,0.04419342,0.05141989,0.6597707,0.01162348,0.033297744
143,"No, there isn't no there. So you get a lot less seats.",0.066809244,0.031194681,0.02349744,0.13884309,0.118225306,0.6214302
144,"So that, you know, that's here. I mean, I don't know about the rest, about the town and other areas. You know, I know you get some areas where the bus is every half an hour, and it can be every hour",0.12796552,0.001481706,0.048807204,0.79079103,0.013695722,0.017258829
145,"You get unlucky, within five metres of my front door there's a bus every 10 minutes. The 51 or the 21.",0.49502432,0.022171628,0.05420385,0.26355097,0.034133475,0.13091576
146,It  is just too many red? Yeah. laughs,0.0423181,0.010268757,0.077778466,0.6893454,0.1678059,0.012483361
147,That's right.,0.048561372,0.03315254,0.17850128,0.2499151,0.1621714,0.32769832
148,"we have that problem on our face. So when you get a group of people sat down just talking amongst themselves. And then somebody's phone rings. And she talked about the fact that I can't hear you, there is too much noise. People I feel like say, Well, don't stay here on your phone. Go somewhere where it's quiet. They don't. You know you're right about these hearing aids. I've heard about, you know what? I don't need them. I just don't listen",0.3106751,0.000904252,0.54916763,0.12644452,0.00416244,0.008646049
149,"Well, but is it an invisible disability? People don't notice.",0.0138875265,0.010044747,0.047862712,0.019517316,0.04819881,0.8604889
150,"Something I suppose I've learnt living where I live with people. We've been hearing aids and someone say, Can you speak up or or can you seat on this side to make? Because that's be good. It has to be bad, you know,.",0.08147438,0.3065908,0.30197552,0.036895633,0.03175096,0.24131273
151,Some people think of ISO because  I've hearing loop in the communal room.,0.25108546,0.19680135,0.05404842,0.17802706,0.0922762,0.22776152
152,"Yeah. I would worry about catching me. I've got new leg, which we only got yesterday. I worried about catching that on these walking behind me. Careful, careful. You know, like you say, if you're in a wheelchair...",0.04349815,0.00030047845,0.2422605,0.6869561,0.024017746,0.0029670023
153,"but what I find very helpful with cooking, particularly in the sense that, you know,.",0.039233893,0.009723321,0.038332954,0.18447003,0.16789205,0.56034774
154,"One in the hallway and one in the bathroom we've got Pendants Show. We've got we've got also got wristbands, which you can use. Um, I was given a wristband. Yeah. So many run my flat number. It comes through the intercom I can answer it without getting off the chair. press it once to speak to the person you know you. Plus a second time when the doors open, which I thought it was fantastic. I'd never seen that before.",0.087715305,0.11081536,0.087406464,0.03886286,0.0685422,0.6066578
155,"Some people have to pay for that out their own pocket, don't they?",0.3067132,0.042711332,0.06134811,0.046620756,0.44705504,0.095551535
156,I don't know. I don't know. I know in Marlborough how some people in the flat say,0.1378185,0.05356222,0.1468015,0.051831324,0.13296248,0.47702396
157,"Mm. Yeah. But I found very useful that cooking is my oven packed up and I bought a new one. I bought a Hotpoint It cost me a hundred quid on the internet that was all. And it had this facility, which I find invaluable, and that is when I put something under the grill, I then put the timer on. Yeah, but it switched itself off. So so now where I've previously I forgot about it and it just had burnt bacon. it's not done perfectly because I know exactly how many minutes it was it switched iself off, so often they try to get carried away watching something for example.",0.019072995,0.12796818,0.076049685,0.5711596,0.063114055,0.14263546
158,"We've got our alarms going off. Oh yeah, because somebody fell asleep on the sofa and that's something on the hob, wherever, you know. And it's a brilliant idea. Yeah. I mean, if I'm doing chips in a chip pan, I don't like these fryers. It's the horrible thing. I like your standard chip pan. I stand by that cooker from start to finish, then you get often. But I'm fortunate I can do that, you know, again. So it's hard for me to say what barriers may come in front of me that 20 years.",0.08806819,0.0066794655,0.50719416,0.30447078,0.042886533,0.050700914
159,I might be able to draw a line at low,0.0765815,0.006144092,0.15060204,0.14765163,0.4287489,0.19027182
160,"I haven't got the manual for it and that was given to me. If you're two years old and it was given to me, and so I would give it to you from the air fryer to a proper conventional cooker, which I've always liked. So I don't know whether it was this guy. I know it's got a timer on running for the oven, whether it's for anything else on that, I don't know. I can probably download the manual for it. Oh, I thought you was saying that.",0.027942112,0.0047817747,0.12309206,0.08635725,0.12682477,0.631002
161,"Can I think something? It's not my it's been a relative inclusion actually. Having come to me, ask me, I have no idea that, you know, when you're saying you need to say your GP service? Yeah, go username, password. Yeah. And sometime in which is going come into a password not recognised and it and then you should turn out. Her son checked her computer it wasn't her computer, it was a GP sensor, it was. There is a code and she couldn't get through to a doctor and she needed medication urgently nebuliser, you know, um, I've never used mine since it went online. I've never used it. Not that I don't want to. I don't even know what the website address is, so I have to ring them open. Ask them where you can get through. Um, that's the problem. You know, technical stuff, folks, and stuff like that. If the system's going down. Yeah. To Ringo, oh, you'd have to try again tomorrow. Love to try again tomorrow. An actual person, you could be dead by tomorrow. You know, I mean, not everybody knows it when you're feeling unwell, it's life threatening. Yeah. And you're ringing the GP because you don't want to bother your neighbours.",0.07577157,0.0006271149,0.25807863,0.6150673,0.012447958,0.038007434
162,"The other thing is, the older we get, I think safety is very, very important, you know? Yeah, I when I moved into my place, I bought myself from the re-use centre in Union Street, a tumble dryer. I paid ten quid for it. Yeah. And I got it home and it worked. I look on the internet and it was suspect to fire. Yeah. So I ran the Whirlpool and I said, Look, I've got a tumble dryer of yours and you say it's one of the other risks. So they said that's all right give me the serial number, and within two weeks they did bring me a new one.",0.3030276,0.11780469,0.067116946,0.30214703,0.058185946,0.15171777
163,"Oh, that's fair enough! laughs",0.0032518683,0.00094698597,0.0065488885,0.91865903,0.024617193,0.04597602
164,"That's right. Are a lot of time. You've got to go on the internet to find the phone number so. Yeah, it does happen. Yeah, I got news. I bought a scooter that can run from better life. Yeah. Lloyd's chemist used to sell,",0.1640504,0.017787414,0.01451902,0.18812175,0.40917003,0.2063514
