,Text,Happy,Angry,Surprise,Sad,Fear
194,"Yeah, yeah. And if you live remotely, sort of away from the city even harder because. You know, if you can't drive anymore. They're not necessarily bus services to where you want to go, when you want to go there. I said that makes it even harder as well. I mean, we've got like one little village shop we sell basic things, but they are expensive. Yeah, exactly. So, you know, like half a dozen eggs is just over two pounds woo. So again, if you want, you know, just a state pension, you know you going to be compromising your health because you you're doing without things. Because, yeah, because of that, you know? Yeah, I save the boiler break down. Heat is more important to you may be than have been a loaf of bread or some milk. I don't know. You know, you've prioritising what you do and don't need, isn't it?",0.07,0.13,0.27,0.2,0.33
195,"Yeah, yeah. Yeah, they were struggling during the pandemic, weren't they?",0.0,0.0,0.0,0.0,0.0
196,"For me, I like to go shopping myself, I hope not never happens to me because I love shopping.",0.5,0.0,0.0,0.0,0.5
197,"I like I like to my own food. Yes, because my my menu for the however long I've done my shopping is based on what I buy. Yeah. And if so, I'll be getting the bargains. Yes. Yes, special offers. And then that takes what you're making for the rest of the month.",0.0,0.0,0.3,0.5,0.2
198,Especially with clothes because you want to feel them and try them on.,0.0,0.0,0.0,0.0,0.0
199,"Lots of shops have shut down, like Debenhams, I'm gutted because I love that shop.",0.25,0.25,0.0,0.5,0.0
200,"With  home delivery you've got to rely on the products being good, especially fresh products.",0.5,0.0,0.0,0.5,0.0
201,"When you are in the supermarket, you see them going around with these big trollies and they just go on like they're picking it off the shelves.",0.0,0.0,0.0,0.0,1.0
202,"Yeah, I'm checking the day of expiry.",1.0,0.0,0.0,0.0,0.0
203,"I'm too fussy. I'm one of these people that if there's a row of them, it's like not the first one.",0.0,0.0,0.5,0.5,0.0
204,"And yeah, yeah, yeah, somebody's gonna take the first one. I have to get one from around the back. You know, I might go and shop and think I'm going to make beef stew today, and then I go in the shop and something else is more reasonable, or catches my eyes. So yeah,",0.0,0.2,0.4,0.2,0.2
205,"yeah, it's exactly what I do.",0.0,0.0,0.0,0.0,0.0
206,Look for the bargains.,0.0,0.0,0.0,0.0,0.0
207,"Yeah, yeah, it's what it's sort of",0.0,0.0,0.0,0.0,0.0
208,"clearance. I like to look at bargains. Yeah, yeah. Well, I buy some good stuff.",0.5,0.5,0.0,0.0,0.0
209,"You can put it in the freezer, can't you?",0.0,0.0,0.0,1.0,0.0
210,"Yeah, I have had deliveries before, and what I found difficult is the guy comes to the door and dumps it down on the floor. And then you know that he's on a really short timescale. You know, he's got to turn around in so many seconds and and he's kind of like, you know, get your and get your shopping and you're like, Oh, really stressed that I'm going to kind of like yank everything out of this thing, and I wouldn't like somebody to come into the house and be just chucking stuff. Yeah, and then rushing off. So yeah, I don't know.",0.19,0.19,0.38,0.12,0.12
211,They don't always give you the very thing either.,0.0,0.0,0.33,0.33,0.33
212,"Yeah, we've given you this instead. Did I ask for that? No. Why are you giving me that?  How is that helpful?",0.2,0.0,0.0,0.0,0.8
213,"It's the same colour..Laughs.  Yeah, yeah.",0.0,0.0,0.0,0.0,0.0
214,"Also, I think food shopping is quite personal, isn't it? Yeah.",0.0,0.0,0.5,0.0,0.5
215,And it's another way of socialising. You get to see people.,0.0,0.0,0.0,0.0,0.0
216,"Yeah, but the thing is, if you live on your own, you've got to spend a certain amount for it to be delivered.",0.0,0.0,0.5,0.0,0.5
217,Yeah. So get five over twenty five or whatever.,0.0,0.0,0.0,0.0,0.0
218,"Yeah, well, yes, that's right. I was born out of food and you're not going to necessarily be using that. Yeah. Have you ever looked in somebody else's shopping basket or trolley and been quite judgemental umm? Laughs",0.0,0.0,0.2,0.4,0.4
219,Yeah.,0.0,0.0,0.0,0.0,0.0
220,"And sometimes if I've got something in my shop, I always feel guilty. If I'm buying a bottle of wine, you know, my local co-op, I was like,",0.5,0.0,0.0,0.5,0.0
221,Does anybody know?,0.0,0.0,0.0,0.0,0.0
222,Yeah. And then I think I want to hold it up and go low alcohol. Laughs,0.0,0.0,0.5,0.5,0.0
223,"Okay, maybe. It's eight o'clock in the morning and I need it...Laughs",0.0,0.0,0.0,0.0,0.0
224,"Yes. Knowledge. Would it be big for me? Knowledge knowing? Yeah, yeah. Information?",0.0,0.0,0.0,0.5,0.5
225,Yeah. So it's something you haven't heard about,0.0,0.0,0.0,0.0,0.0
226,"I think everybody would have internet, wouldn't they? I keep saying that in our village when the like the parish council say well they can find on the web pages, maybe they don't use internet. Yeah, yeah.",0.0,0.0,0.5,0.0,0.5
227,"Yeah, I mean, like, are we talking about when we are going to be that age where I know how to do the internet, but I'm not great at it. I get by. But like, like my mother, she's in her 80s. She's blind. She does know nothing. We bought a mobile phone. She couldn't use it!",0.33,0.33,0.0,0.0,0.33
228,It's worth some help as well. Yeah. Asking somebody.,0.0,0.0,0.33,0.0,0.67
229,"So that's about socialisation, isn't it?",0.0,0.0,0.0,0.0,0.0
230,"Yes, for the knowledge somebody that's using whatever. It's like a social service or something like that. Yeah. Yeah. So something would know, if they're using their facilities..",0.0,0.0,0.0,0.33,0.67
231,something like 65.,0.0,0.0,0.0,0.0,0.0
232,It's like a community group .,0.0,0.0,1.0,0.0,0.0
233,"So, you're looking for the physical things, you know?",0.0,0.0,1.0,0.0,0.0
234,"So for me, I don't know about other people, but for me, one of the big problems is the actual physicality of the house that I live in. Keeping it in good repair and suitable for me.",0.33,0.0,0.0,0.33,0.33
235,"Yeah, maintenance.",0.0,0.0,0.0,0.0,0.0
236,"So I don't know how to describe that. But yeah, and maintenance and adaptations for the property that I'm actually living in.",0.0,0.0,0.5,0.5,0.0
237,"Yes, do you need help getting in and out of the bath and up the stairs?",0.0,0.0,0.5,0.5,0.0
238,"It could be, couldn't it?",0.0,0.0,0.0,0.0,0.0
239,Did we say much about transport as well?,0.0,0.5,0.5,0.0,0.0
240,"We did mention it. Yeah, sort of loss the car, so you got loss of independence. If you ...",0.0,0.0,0.0,0.0,0.0
241,Transport.,0.0,1.0,0.0,0.0,0.0
242,"Yeah, mm.",0.0,0.0,0.0,0.0,0.0
243,I think knowledge.,0.0,0.0,1.0,0.0,0.0
244,"I don't think that's a physical one, isn't it?",0.0,0.0,0.0,1.0,0.0
245,"Oh, I see.",0.0,0.0,0.0,0.0,0.0
246,All right.,0.0,0.0,0.0,0.0,1.0
247,"I think that's more like a social informational one, I think we are thinking about, you know, kind of bricks and mortar type of .., you know, the physical environment around us",0.14,0.0,0.43,0.0,0.43
248,"Being able to do your own shopping, if you couldn't do your own shopping. That's a big one for me.",0.0,0.0,0.0,1.0,0.0
249,That you're physically being able to go and do it yourself.,0.0,0.0,0.0,0.0,0.0
250,"Maybe the mobility? Yeah. Mhm. Yeah. Like, moving yourself and also transporting things. So it's more like for mobility. Yeah. Yeah.",0.0,0.5,0.5,0.0,0.0
251,"Yeah, so it's a physical capability.",0.0,0.0,0.0,0.0,0.0
252,"Yeah, something like this. I loved the whole knowledge that you guys talked about because this is something that's not exactly physical. It doesn't fit anywhere, but it's just amazing. And I think that that's something we need to think about.",0.17,0.0,0.5,0.17,0.17
253,"And maybe it's something more like run regular newsletters, regular updates, community centres which are very physical in the sense of, if those if those people like us actually community workers, age concern. Yeah, yeah, you know, housing provider,.",0.0,0.33,0.33,0.33,0.0
254,They would know a lot of...,0.0,0.0,0.0,0.5,0.5
255,The kind of the physical environment if those agencies like.,0.5,0.0,0.0,0.0,0.5
256,An information centre.,0.0,0.0,0.0,0.0,0.0
257,"It's like the GP surgeries, they know the demographics to be able to...",0.0,0.0,0.0,0.0,0.0
258,"Because it's always something you learn like, Oh, I didn't know. But even now in my job and I should know what's out there, mostly. But that's always something I think I've got to know about that.",0.0,0.0,0.2,0.6,0.2
259,"And if that makes your life easier by knowing it, that you know that you could get sort of grab handles to get the door, you know, if you were struggling with your front door would, you know it's just yeah.",0.0,0.0,0.0,0.33,0.67
260,I think information is important because there's a lady that moved into the wrong house and she realised that the heating was in with the bill.,0.5,0.0,0.5,0.0,0.0
261,Oh bless her!,1.0,0.0,0.0,0.0,0.0
262,"So she was freezing cold all through the winter. She had to go to hospital for hypothermia. You know, she was really in a bad way because she didn't get information",0.0,0.0,0.5,0.5,0.0
263,and she was frightened to put it on?,0.0,0.0,0.0,0.5,0.5
264,"Yeah, because it was extra money, she didn't realise. So that's why I'm talking about, information ...I told her go and ask in the end.",0.0,0.0,0.0,0.67,0.33
265,"But we all obviously ...yeah, we didn't do a good job by explaining that that to her. Obviously, and again, I guess..",0.33,0.0,0.0,0.33,0.33
266,"It's also the maintenance of the House isn't it? yeah, because keeping it warm.",0.0,0.0,0.0,0.0,1.0
267,So helpful gadgets. I love a gadget.,1.0,0.0,0.0,0.0,0.0
268,"Did you meet my sister when she came down? Um yeah. She she got loads of stuff because obviously from the hospital, all the doctors, you know, she got a social worker to come to see her, and that's how she found out. She got lots of stuff.",0.0,0.33,0.17,0.17,0.33
269,"Yeah, so gadgets, adaptations for actually physically help you stay in the same environment",0.0,0.25,0.5,0.0,0.25
270,"and help keep your independence, doesn't it? Yeah.",0.0,0.0,1.0,0.0,0.0
271,"And having a handrail for up, yeah, versus moving home. Yeah, such a quick win.",0.0,0.5,0.0,0.5,0.0
272,"I've got all that in my flat already. Because the person who lived there before me was in a wheelchair, so ...",0.0,0.0,0.0,1.0,0.0
273,"Cats, yes. Love cats.",0.5,0.0,0.0,0.5,0.0
274,"They're dangerous when you get older, trip over. My one sent me down the stairs because you know when you go down stairs I don't go straight I go like this. I tried to avoid him, top to bottom, boom. Oh, so that's why my back is...",0.0,0.0,0.5,0.0,0.5
275,Did you get rid of your cat after that?,0.0,0.0,0.0,0.0,0.0
276,"No, no. Laughs",0.0,0.0,0.0,0.0,0.0
277,See because you love your cat.,1.0,0.0,0.0,0.0,0.0
278,"They are company, aren't they?",0.0,0.0,0.0,0.0,0.0
279,"and they that they are the best company. Yeah, yeah.",0.0,0.0,1.0,0.0,0.0
280,"And I found after my cat died that I felt that I had nothing to care for and no routine in my life left because it was like I would get all she would be where is my breakfast. Hmm. So I had that routine of. And it kind of took me out of me because I had to do something for something else. You know, I had to always be thinking of something something else. You know, and there was a company routine. That sense of",0.11,0.0,0.22,0.22,0.44
281,something to worry about.,0.0,0.0,0.0,1.0,0.0
282,"Yes, yes, exactly. So I found it really hard when she died because I just felt like the house felt like a house not a home and I felt like something was really missing. And I really struggled to to find a routine or something to do that wasn't just about me. Yeah.",0.0,0.08,0.25,0.58,0.08
283,When did she die?,0.0,0.0,0.0,0.0,0.0
284,November.,0.0,0.0,0.0,0.0,0.0
285,Oh yeah. Are you going to get another one?,0.0,0.0,0.0,0.0,1.0
286,"I want to. But Rob is not ready yet. He says, ..",0.5,0.0,0.5,0.0,0.0
287,Just take on home.,0.0,0.0,0.0,1.0,0.0
288,Yeah. We will get you a little kitten.,0.0,0.0,0.0,0.0,0.0
289,and that's what I want to get a kitten.,0.0,0.0,0.0,0.0,0.0
290,"Yeah. Well, I'm not one allowed the pets, so yeah, but I wouldn't have another pet.",0.0,0.33,0.0,0.33,0.33
291,And I think that's really difficult..,0.0,0.0,1.0,0.0,0.0
292,Because it's tying as well.,0.0,0.0,0.0,0.0,0.0
293,"You can go on birthday now, you can go away. You haven't got to worry about somebody looking after that more.",0.0,0.5,0.0,0.5,0.0
294,That's the problem I had when I moved to the Barbican.,0.0,0.0,0.0,0.0,1.0
295,"Well, yeah. But yeah, they are too tying, I mean, because my mother's not well and it's hard. To get up there when you have to, but I've got good neighbours who look look after her.",0.33,0.33,0.0,0.33,0.0
296,"Yeah, but I think again, pets may become more important when you can't go long distances you when maybe you're not travelling. So much and you know you're on your own for longer periods of time.",0.2,0.2,0.2,0.0,0.4
297,"I'm just waiting when Kirsty gets home, she's getting a dog, so I'll dog sit my grand-dog. Yeah, Liam's got born. But obviously he's up in Manchester.",0.0,0.0,0.33,0.67,0.0
298,"Another one is stairs lift, because a lot of people live in two story house or whatever, so stair lift would be a physical adaptation. Would it be in the mobility, stairs lift? because it is mobile, to take you upstairs and bring you down.",0.0,0.0,0.0,0.5,0.5
299,"Yeah, it comes with adaptations.",0.0,0.0,1.0,0.0,0.0
300,"It's a very broad categories, so...",0.0,0.0,0.0,0.0,1.0
301,"But I'm thinking that pets are very important to people. Certainly would be, it would get more and more important.",0.33,0.17,0.17,0.0,0.33
302,"Yeah. And dogs, dogs and cats, they sense when you're unhappy, so",0.0,0.0,0.0,1.0,0.0
303,"And a cat says I don't care. Yeah, you're unhappy, oh yeah, whatever.",0.0,0.33,0.33,0.33,0.0
304,Dogs are more reliant on the owners and cats are more dependent on us.,0.0,0.0,0.0,0.0,0.0
305,"And I suppose if you have something like a dog, as long as you don't have a massive great big dog, then that feeds into the exercise, you've got a rason to go out to push yourself to exercise.",0.14,0.0,0.0,0.43,0.43
306,"Yeah, that's right. Spaces, parks. Yeah, yeah. Lots of well-being, isn't it?",0.0,0.0,0.0,0.33,0.67
307,"Yeah. Well, I live on the Barbican, so I've got everything there, green space, the sea, rubbish, too, Yeah, seagulls. Laughs",0.0,0.0,0.0,0.5,0.5
308,"no. It's nice down there, isn't it?",1.0,0.0,0.0,0.0,0.0
309,"The other thing is, I find supermarkets don't cater of single people. So you have to buy big, don't you? I don't need to buy big tins, I want small tins. So tomatoes and things like that. So it's not necessarily catered for single people.",0.0,0.33,0.67,0.0,0.0
310,"Yeah, you can. You can buy small tins, but sometimes it's cheaper to buy a big tin, though.",0.0,0.0,0.0,1.0,0.0
311,"But if you go to somewhere, like if you go on holiday and you, you go to a restaurant and it's just you. Yeah, it's a very uncomfortable experience to sit in a coffee shop by yourself. Yeah. To sit in a restaurant. Oh yes. But I think it would be much know. I know some restaurants tried this. This is a table where somebody might come and say, I can't remember the expression, but somebody might come and sit and chat. And so I'm.",0.0,0.22,0.33,0.33,0.11
312,Is it a shared table  or something like that? I don't know.,0.0,0.0,0.0,1.0,0.0
313,"Yeah, it was a scheme and there was a notice on the table and it said something like this is a community coffee table and somebody might just come. And if you sit here, be prepared. Somebody else might come and sit here with you to chat. And I think there needs to be more of that kind of thing because if you don't get to see anybody, and you think well, I'll go out for a cup of coffee. You then feel like a good drinking go or I've got to pretend that I'm reading something because I'm",0.2,0.2,0.4,0.1,0.1
314,"The times I had to go and get something to eat, it's like.... so it would be nice just to",0.33,0.0,0.0,0.0,0.67
315,"Especially again, if it's difficult to cook at home for yourself, you don't feel like it to be able to go to places where you didn't. You didn't have this feeling that everybody was going, Oh no, no. Oh dear, on our own.",0.0,0.0,0.17,0.5,0.33
316,"Also, I think as you get older, it's harder to make friends. Yes. Yeah, because your old friends, you know, might moved away or they passed away. Yeah, and all that sort of things. So, yeah, well, to make new friends, it's quite hard.",0.25,0.33,0.17,0.25,0.0
317,"You know, I left my home, my family, my friends, over 30 years ago and when me and my ex-husband split up and moved to Plymouth and. Because my daughter was here, obviously, my eldest daughter was here already. And, um, yeah, I find it really, really hard. I was in my forties when I moved into Plymouth, and I did find it really, really hard considering I had a lot of friends in the army environment. It was just like a big family. And so I left home, moved to that. All my friends are in Sutherland, my best friends, the people I grew up with, family also.",0.21,0.11,0.42,0.21,0.05
318,"I think also if you lose a partner, with a divorce or they die, then you often lose half of your friends with that, you know, because.",0.2,0.0,0.2,0.4,0.2
319,You lose half of the family.,0.0,0.0,0.5,0.5,0.0
320,"Yeah. You know, you might as a couple. Yeah, their family. Yeah, you have their friends as well. Yeah. And that person isn't there for whatever reason. You suddenly just what? It might include things like grandchildren and things.",0.14,0.29,0.43,0.14,0.0
321,"Yeah, yeah. My, you know, his for his family were very supportive of me. We were really, really close. But now, like the kids have got their own kids. So basically all I see is, well, I've got friends. Hazel's my friend. Yeah. Not that you've seen much of each other. I haven't. I've got my family. But sometimes it's just nice to.",0.5,0.0,0.33,0.08,0.08
322,"I was going to say often it's we compared to China you know, where the culture is different, where the elderly are more respected. I mean, we don't live in the same house. Yeah, there is more social connections. Well, in Britain, we've lost a lot of that in the last century, I think.",0.14,0.0,0.29,0.29,0.29
323,"Yeah, because of the care home system as well.",0.0,0.0,0.0,0.5,0.5
324,"Yeah, I do see my family there. They would be there for me to drop of the heart if I needed them, but I need them to meet me. Yeah.",0.0,0.0,0.33,0.33,0.33
325,"So, I don't have any family left living. So, it's me, that's the end. But I think there's a lot of prejudice about older people. You know, there's a lot of assumptions about older people about, you know, for example, if I'm putting on an activity and somebody saying I'll put some music on and they say we can find some war songs and I'm like, How old do you think these people are?",0.0,0.0,0.45,0.45,0.09
326,"Oh, you know, yeah. Laughs. They were probably in the teens listening to this stuff in the sixties. Yeah, yeah. There's this idea that once you hit 50, you know you want to talk about the war. You want to, you knind of...",0.0,0.75,0.0,0.0,0.25
327,mention Elvis Presley. You say ...Laughs,0.0,0.0,1.0,0.0,0.0
328,"you know,and because you've hit a certain age certainly, physically you've deteriorated, mentally  you've deteriorated, and",0.0,0.67,0.0,0.0,0.33
329,"all my children were brought up listening to Disco. I love Disco, but my grandchildren, then probably one they'll grow up, I don't probably think..., it's horrible music. I mean, some of the music my children like, I like, you know,.",0.12,0.0,0.12,0.12,0.62
330,"But you're not allowed to. Do you know what I mean? In the sense? Yeah, because you're older. Yeah, yeah. You're not allowed to like that music or you're not allowed to like these clothes, you know, why are you shopping in that shop buying those clothes? You should be down at Marks and Spencers? buying something suitable for your age.",0.0,1.0,0.0,0.0,0.0
331,"It's kind of interesting stuff, you know, you just got to try  once you're older, you know, like, you know, well, maybe somebody younger. Yeah. So maybe not so valued.",0.67,0.33,0.0,0.0,0.0
332,"Yeah, I think when I was young, the eldest was the boss and all that changed in that quite annoys me. Yeah, yeah, that is right. Yes.",0.0,0.0,0.25,0.5,0.25
333,"That is interesting that you say that, you know, because as you get older, you find that the people who are telling you what to do at work, are actually quite a lot younger than you. And you're like, ummm! Laughs",0.17,0.0,0.33,0.33,0.17
334,"Oh, yeah, you know, I even now I respect my mother, you know, if she says, you do this, you do it. Yeah. But now it's like. So it's just I mean, I know I'm only 61 year old, but it is like losing control. Yeah, yeah, yeah. The kids rule the roost, not the adults.",0.4,0.0,0.2,0.2,0.2
335,You need to put your foot down.,0.0,0.0,0.0,1.0,0.0
336,"I know, I know ..Laughs.",0.0,0.0,0.0,0.0,0.0
337,"The other thing I find is I'm not good on technology. I'm not there at all. I don't just let it go. Yeah. And you're trying to ask your daughter, Tell me, why do you do it yourself? Try it yourself. Yeah. You know, that's it.",0.0,0.0,0.2,0.6,0.2
338,"That's that's another thing. It's a barrier. Yeah. I think to older people, it's a technology thing. I think it's sleeping us the airlines. Yeah. You know, banking is going to be online. All this sort of stuff now going to be everything. Yeah. And also the other thing you know, you can get done on the phone at a certain age, you know..",0.0,0.17,0.42,0.08,0.33
339,"Rotten phone calls, you know, trying to get money out",0.0,0.0,0.0,0.0,0.0
340,"Oh, scammers?",0.0,0.0,0.0,0.0,0.0
341,"Yes, scammers, that sort of things. So you don't understand that. I think that's enough environmental problem.",0.0,0.0,0.4,0.4,0.2
342,"Because it's a big social thing with Facebook and stuff now. Yeah, yeah.",0.0,0.33,0.33,0.0,0.33
343,"Because nobody properly talks to each other anymore, do they? That's always on the phone. Yeah. You know, so you can say nasty things to people that you don't see their feelings? Hmm. Face to face. So you could get all that as well. So that could terrify an old person, you know?",0.25,0.0,0.5,0.25,0.0
344,"Yeah, I get the other thing, because I'm quite OK with technology. Yeah, I was in a coffee shop one day, it seems to spend an awful lot on coffee shops, and the app wasn't working. And I said to the go at the counter, Oh, I can't get my points. The app isn't working and she said you have to have the app and I'm like, I've got the app. Do you know how it works? My love and I'm like what? Why do you talk ...Of course it's just not working. And it was because she saw that I was older. My hair was grey. She immediately assumed, that I didn't know how to use the app. No, it's just not working. It's not that I don't know how to use it.",0.11,0.0,0.26,0.37,0.26
345,"Yeah, to me Hazel, you look really young, you know,.",0.0,0.0,1.0,0.0,0.0
346,"Oh, thank you.",0.0,0.0,0.0,0.0,0.0
347,"But I've said that to you in the past,.",0.0,0.0,0.5,0.5,0.0
348,And maybe I was having a bad day. Laughs.,0.5,0.0,0.0,0.5,0.0
349,"Yes, she was, exactly. Really condescending. She was raising her voice. She was speaking very clearly ...",0.0,0.0,0.25,0.25,0.5
350,"I think I found it quite upsetting because it reminded me that I am to other people what I see is not what other people see. And there was this assumption that I might end up missing out on things or being treated in a different way because people have made a judgement about me. Just, you know, we've decided that you're an old person and you're not capable. So we're not going to even offer you this opportunity to do something.",0.08,0.08,0.25,0.17,0.42
351,"When I get on the bus with a younger person, gets up, sit down, Idon't want to sit down and stand up here. Laugh.",0.0,0.5,0.0,0.0,0.5
352,"I still get up for an eldery person to give them my seat. But you see these people come and just sat there and an old lady over old man gets on and the won't move. Yeah, and there is me getting up.",0.0,0.0,0.0,0.0,1.0
353,"But it's in the media, isn't it? If somebody either in the negative, they get attacked in the street or, you know, somebody does something. They run a marathon. If it's somebody under the age of 50, they just run a marathon and they just got mugged. Once you pass 50s, they deal, you know, 73 got mugged. Or, you know, amazing man. 81 run a marathon. It's like this whole thing in our culture.",0.0,0.17,0.33,0.33,0.17
354,"Yeah, I've been mugged. It's not nice.",1.0,0.0,0.0,0.0,0.0
355,"No I know I can imagine that, you know, people have this perception without really thinking about what people are like at certain age.",0.0,0.2,0.6,0.0,0.2
356,That could not give confidence.,0.0,0.0,0.0,0.0,1.0
357,"Exactly. And and then that makes you start thinking, do I need to be, you know, in a more supported environment? Am I safe? Do I want to go out? yeah.",0.0,0.0,0.33,0.33,0.33
358,"Yeah, very frightening!",0.0,0.0,0.0,0.0,1.0
359,"Plymouth community homes are brilliant. Yes, they are. You know, you can't fault them, even though sometimes some certain people put them down. Mentioning no names Hazel, you probably know who I am talking about. But yeah, they are really good.",0.22,0.0,0.11,0.44,0.22
360,"The person, the person who wants to know without asking? Because if you don't ask, you're not going to learn. Yeah, yeah. But if they don't know the people, they're not going to help you. Yeah. So it's down to the person or the family. Yeah.",0.0,0.14,0.29,0.14,0.43
361,"Yeah, I think because you get to when you first move in you get a booklet, all the dos, the don'ts, the waht's on. Yeah, I think that's really helpful. Yeah, but I reckon this lady didn't know she should have been told that because when I moved in then told me, well, when I went to look at the property then told me everything that I have to pay. Yeah. And what the payment was for. Yeah. So I can't understand why that lady wasn't told.",0.08,0.0,0.31,0.54,0.08
362,Yeah. So why would she sit in the cold?,0.0,0.0,0.5,0.0,0.5
363,"Unless she missed it, you know, because you are told so many things anyway and you can't remember everything.",0.0,0.0,0.17,0.67,0.17
364,"yeah, yeah, because you're new to the place you're frightened. I suppose you'd get worried to ask other people, you don't know them. Yeah. And everything else. Yeah. You know,.",0.0,0.0,0.0,0.43,0.57
365,Why would she sit in the cold?,0.0,0.0,0.5,0.0,0.5
366,"I thought had her cover over, but still not enough, because she had not wanted to come out with us either?",0.0,0.0,0.5,0.0,0.5
367,"Yeah. You know, so her blood blood was low, but I don't know why.",0.0,0.0,0.0,1.0,0.0
368,People would they put the heating on. I can't understand why she wouldn't put the heating on.,0.0,0.0,0.0,0.6,0.4
369,"No, because she thought she had to pay extra on top of it.",0.0,0.0,1.0,0.0,0.0
370,"Oh, I see.",0.0,0.0,0.0,0.0,0.0
371,"She wasn't told the heating was included. She wasn't told, so she thought she had to pay extra on top to keep the place warm.",0.0,0.0,0.33,0.33,0.33
372,"I'm thinking about social groups as well as clubs, and there is like something holding people back like all that's not for me. Oh, that's not my kind of thing. Well, in fact, if you were to go along with it, make new friends and probably have a laugh. Yeah, and it would be generally, good, good for them. So I think people should be encouraged to do more.",0.33,0.0,0.33,0.08,0.25
373,"And also maybe some more things where people are encouraged to mix through ages. Yeah, because, you know, some intergenerational stuff where we're and I don't mean that patronising thing where very young people come with a basket of food...",0.0,0.4,0.4,0.2,0.0
374,"I love mixing with the elderly, even though I'm",0.5,0.0,0.0,0.5,0.0
375,"yeah, but I think we should do things like lunch clubs that have a whole, you know, anybody is welcome to come, because I think once you start saying this is for you because you're a certain age and you go to this and you don't go to the that again just reinforces a lot of this kind of .",0.2,0.1,0.4,0.1,0.2
376,"It is creating the family, I suppose, isn't it?",0.0,0.0,0.5,0.0,0.5
377,Yeah. Absolutely.,0.0,0.0,0.0,0.0,1.0
378,"I think we are lucky ourselves for the generation we're in now, because 60, 20 years ago, would be the old age, wouldn't it? You know, we're talking about sixty looking after older people. Yeah, it seems weird, you know? Yeah, I'm scrapping at 60, all those years back. So we're lucky because we've got the infrastructure, the free national health and all sort of things which they wouldn't have, you know, so we are lucky that way, and that's why I think we're living longer. So there is more for us, yeah, than it was in the past. You know, there were care homes in those days",0.35,0.06,0.18,0.24,0.18
379,"But th thing in the past, everything was, it's like, you know, this plastic pollution? Yeah. You know, you never got anything in plastic bags when I was young. Everything was in paper bags.",0.0,0.0,0.2,0.6,0.2
380,"Yeah, I used to get grease proof paper to wrap your ham and then put it in a brown paper bag. Yeah. So now, more stuff I know, they're trying to stop that, but that was in my generation.",0.0,0.25,0.0,0.5,0.25
381,"And that is definitely a physical barrier. Yeah, yeah. Plastic packaging on some fruits these days. When you're trying to pull it off, and it just won't go .",0.5,0.0,0.0,0.0,0.5
382,"Especially with the arthritis in your hands, right?",0.0,0.0,0.0,0.0,1.0
383,"Yeah. Yeah, that's pretty funny. Put it back in paper bags please.",0.25,0.0,0.25,0.5,0.0
384,Like the TV is a big social friend for people as well.,0.5,0.0,0.0,0.0,0.5
385,"I wouldn't, I couldn't live without a telly.",0.0,0.0,0.0,0.0,1.0
386,"So when you say TV, do you mean like the regular channels or do you mean like things like Netflix, prime?",0.0,0.0,0.67,0.0,0.33
387,"Whatever people can access, I guess. Yeah, but it's like a friend in the corner, isn't it? yeah. Keep it coming.",0.33,0.0,0.67,0.0,0.0
388,"It's a it's a noise. Yeah. Well, even if you're not really taking in, it's the noise in the background. I was talking,",0.0,0.0,1.0,0.0,0.0
389,"Yeah, my tell is on all the time. Yeah, watching it. That's just going on news just in the background.",0.0,0.0,0.33,0.33,0.33
390,What was that Gogglebox?,0.0,0.0,0.0,0.0,0.0
391,"Oh, that's so funny.",0.0,0.0,1.0,0.0,0.0
392,"When I watch someone, I feel as if I'm there with them, in the chats as it were, so it's like, Oh, they're my friends. So it's kind of like a social contact in a way. Yeah, it's weird.",0.5,0.0,0.25,0.0,0.25
393,We've got staff. We've got staff. We can get in contact with.,0.0,0.0,0.0,0.0,0.0
394,"My children, Yeah, because obviously I haven't got that.",0.0,0.0,0.0,0.0,0.0
395,"I've got only one child in Plymouth, my other two are in London.",0.0,0.0,0.0,0.0,0.0
396,"Yeah, I've got two daughters, so my daughters and I think when I get old, I'll have my granddaughters as well. So if my daughters can't do it my granddaughters will do it all of this,.",0.0,0.0,0.5,0.5,0.0
397,"So, if Rob wasn't there, I'd have no one at all.",0.0,0.0,0.0,0.0,0.0
398,You got me here.,0.0,0.0,0.0,0.0,0.0
399,"Yeah, I'll ring you up. I would say, Come Christine and help me.",0.0,0.0,0.67,0.0,0.33
400,"Yeah, as I said, where we are. Everybody keeps an eye out for everyone else so that simply not what we'd knock on the door. You know, so.",0.0,0.0,1.0,0.0,0.0
401,"You know, some people don't want to make friends. Don't want to get on with the neighbours. Hmm. So but, where I live, all my friends, all in the 70s, most of them are",0.4,0.4,0.0,0.2,0.0
402,Yeah. So you can really rely on the younger generation to look after us when we get older. Yeah. Yeah.,0.0,0.0,1.0,0.0,0.0
403,I know my children will be there for me. Yeah.,0.0,0.0,0.0,0.0,0.0
404,"So have the people enjoyed doing the Zoom and message calls, you know, the video calls?",1.0,0.0,0.0,0.0,0.0
405,Yeah. I did.,0.0,0.0,0.0,0.0,0.0
406,I prefer face to face.,1.0,0.0,0.0,0.0,0.0
407,"Yes. Yeah, I do. Yeah, in a group like this, it's lovely.",0.33,0.0,0.33,0.33,0.0
408,Is that because you prefer face to face generally or because you find the technology aggravating?,0.5,0.0,0.0,0.5,0.0
409,"No, I I find it rude sometimes.",0.0,0.0,1.0,0.0,0.0
