,Tweet,Anger,Disgust,Fear,Joy,Sadness,Surprise,Trust,Anticipation
110,"To me at the moment is helpful, but there are people that have made that go insane. It's all. And I think people do struggle with it.",0.0036355003,3.450691e-05,0.009036872,0.014119439,0.0012490979,7.698478e-05,0.9718305,1.7109027e-05
111,I struggle with that. Yeah.,0.03878731,0.009577599,0.03849743,0.10162745,0.1392982,0.07662077,0.58103436,0.014556884
112,"Maybe some people are scared by technology, including me. Some people are not like Hazel or she doesn't know about technology.",0.01924275,0.06993778,0.26021963,0.0003144602,0.006240868,0.5284344,0.11220008,0.0034100248
113,Not as good as critics.,0.0038516687,0.0005951123,0.015158114,0.11622224,0.060308874,0.049466338,0.7508983,0.0034993405
114,"For example, I think it will become to some extent now. We don't see on the news all the hundreds and hundreds of people who are losing their life savings through internet banking. And they are.",0.06240353,0.037775226,0.14554441,0.15685208,0.05238247,0.032115553,0.5120079,0.0009188365
115,"Yes, I saw on the news with the eBay alone in the southwest, £25million stolen through scammers that we see in the southwest. You know, I've been ripped off. Nothing massive. The first one was about twenty five pound instead of six ninety nine. So I'm very dubious of what I go on to buy anything. And so it's very rare buying if you online, I go radiates cover for one of the residents. I'm supposed to be near to the. He didn't want to do it. He wanted me to do it. Yes, it looked the same. I was getting to the point where I was looking at the scene and I thought, I don't recognise that company name and don't recognise that company name. So I rang up my sister she said tribe from world. Don't do radiates covers, what they do, and you get special offers, so I ordered in that we've got it. So the next one he wants we'll order through the same company because we know it's genuine. Yeah.",0.003204848,0.0032844802,0.06592391,0.60580313,0.005469977,0.118789114,0.19108017,0.0064443815
116,"No. You know, if it sounds too good to be true, then it is.",0.0108929435,0.0011071882,0.050819885,0.026793586,0.014620036,0.010654866,0.87916607,0.0059454027
117,Stairs without banisters for me. So especially without was a bit of banisters to.,0.004734853,0.00060932565,0.0122632375,0.7313028,0.052802633,0.026255434,0.1674492,0.0045825248
118,"Well, I wouldn't be without my handrails up the stairs now, and I didn't ask for. Oh, I've no reason to rub it down, but about four bypasses I've lost all my energy to having had colon cancer twice an insulin dependent diabetic. All sorts of things. And when I was last in hospital, they certainly organised at all these rails and I couldn't do without them now. But you know, I manage if but they were then and.",0.15937775,0.022785742,0.09887071,0.22539875,0.31289878,0.095325045,0.07600707,0.009336159
119,"I couldn't even let me stay and I can't. I've got two options, you know,.",0.08696106,0.013267409,0.13892628,0.016400306,0.060541976,0.015764674,0.6626585,0.0054797553
120,"and whatever people might say about PCH. I mean, saying this year, but I found the wonderful, Oh yeah, yeah, I'm the beast and I own the property. I don't own the sort of walls and things, but that where I had a problem, they've done marvellous. The job and charge me quarter is because they have taken the bathroom and it was coming from the maisonette above mine and they spent four days with plumbers and carpenters.",0.105752796,0.25026375,0.03455608,0.1640898,0.053601984,0.31753135,0.028244482,0.04595975
121,"You yeah, you don't got a landlord. I mean, it is it. I was in associations, you know, as great as I'm going to put it words, which is helpful if you like as PCH. Yeah. And I know what they like. I work for it and now give me landlords, you know, and go with being grateful to like Hazel. Yeah, organising quizzes and things like that. Our place. Um, I mean, I know that's not to do with a lot of this.",0.1777721,0.0062445872,0.12905964,0.45230144,0.007436037,0.016226096,0.18624893,0.02471118
122,"Yeah, I've seen that in a DIY. Big S.O.S. Big. Yes, I think we've got a lift right goes right through to where he needs it, you know? That's brilliant. So outside lifts, you've got stairs outside haven't you? and you.",0.020091843,0.0012533306,0.29467154,0.12901501,0.003484892,0.014463996,0.524753,0.0122664105
123,"And you can get these external ones that take you off. It's like a stair's lift, but it's external",0.022050507,0.0032528578,0.015930753,0.2334301,0.029638816,0.14937086,0.50942934,0.036896754
124,"I also think it's important to appreciate what we've got. Yeah, I mean, yesterday, for example, if the gardener all day doing the gardens in the patch where I live, which is a big area with the dust bins in the middle, in a cage, and if we go up to the garden to have a cup of tea or coffee, you can do no wrong, you know?",0.0057600657,0.009868879,0.2674529,0.25821522,0.019499118,0.17030263,0.25789097,0.011010239
125,"Yeah, they're not allowed to stop for tea breaks. Well, not on official tea breaks.",0.14571875,0.0107142,0.011391228,0.21286346,0.51834416,0.033543147,0.06579959,0.0016254729
126,Awesome. Really good.,0.0030290256,0.00086380506,0.0075926897,0.24351628,0.009438488,0.40959567,0.30287033,0.023093697
127,"Yeah. Very helpful. Even the ranges of caretakers. I know we can't I'm not allowed to come into your properties or if you need something, take it away, you can get outside your front door. The  communal , you know, and.",0.0022159005,0.00036620986,0.004236645,0.0011436846,0.0017298381,0.0032967676,0.9869965,1.4465817e-05
128,And if they were to pick up steak every morning picking up the litter at nine o'clock. Wow. Yeah. Emptied the bins every couple of days.,0.00012030241,1.2268463e-06,0.0002584546,0.9987241,9.636674e-05,3.5811398e-05,0.0007634157,3.1983387e-07
129,"Yeah, yeah. So you know, we got we do get a lot of help. It is really, you know. Well, I suppose there will come a time when I feel for it. Some people will need to move because of the environment that it may not be suitable for them now.",0.12747225,0.0026194886,0.106436945,0.19877937,0.03352795,0.030334454,0.49750113,0.0033283774
130,"It's hard to say because we all we all have different disabilities or health. I mean, we had a lady in our class. She was totally blind. And if you're having a coffee morning or bingo after you come down, play bingo. Somebody go for one of the residents of Walton, go and bring it down and take it back up again and ...",0.01740257,0.0027514836,0.057572104,0.78626883,0.004410844,0.00538627,0.12539694,0.0008109515
131,Improvements?,0.0077220583,0.0015920626,0.009973858,0.10783241,0.007236607,0.03735041,0.82267547,0.0056171133
132,But it can turn to mould,0.003126862,0.00025670396,0.007922093,0.051566493,0.034348935,0.01117815,0.8877106,0.00389017
133,"That can affect your respiratory system, you know, breathe breathing and everything else you do.",0.0060410155,0.0008567231,0.03850741,0.31228483,0.008360296,0.015627965,0.5947444,0.023577368
134,"Oh, yeah, so you're at you're like leaseholder.",0.008479754,0.010019655,0.006337308,0.03550819,0.01943892,0.77903557,0.1369197,0.004260929
135,"Yeah, I don't know whether that's how to get things done. Yeah, there's a rent payer. I don't know, you know, but you do find that it would be hard if you to get things done.",0.0027079398,0.00011034936,0.0015646891,0.0014855688,0.00027056632,0.0043579116,0.98944753,5.54654e-05
136,I've never found it difficult to get things done. I tend to put it in writing. I write a fancy letter to the little department of PCH. And I think that's better than a telephone call.,0.0061367117,7.35835e-05,0.078253336,0.849191,0.0026884608,0.011896133,0.046968862,0.0047919294
137,"Oh, yes. Different landlords, again, the different levels of what they will do and what they want.",0.0032952323,0.00093516306,0.016157072,0.014736464,0.0048857564,0.5699024,0.34528497,0.044802945
138,And they've now just in the past week introduced a leasehold forum which is on Zoom. Yeah. And are you going to have a personal personal contact if you're a leaseholder to discuss any problems that might come up.,0.1005558,0.061760757,0.06741612,0.18643032,0.0043441565,0.07891637,0.49550307,0.0050734063
139,"Yeah, of course if it's more regular. laughs",0.061908472,0.011258115,0.015077657,0.63456273,0.118333474,0.07808561,0.0724512,0.008322727
140,"Yeah. The thing I I don't use buses now, but I've heard a lot of complaints from some of the residents. The post that goes from town to 25, I think, is a one to the Barbican and the Hoe.",0.025030453,0.02339129,0.17475347,0.22736378,0.115000606,0.10753608,0.26071736,0.06620694
141,You have to be fine.,0.0153289,0.0017589417,0.016677141,0.022632387,0.011293275,0.012071788,0.9192005,0.0010370811
142,"And they went to use the normal single decker bus. In the summer they're using in the tourist bus. And then when the tourist bus comes and it's full up. Yeah, the regular people who live around there want to get to the doctors at West Hoe, can't get on the bus. Mm-Hmm. Mm hmm. And because of that, you know, enough, I think, is stupid. You don't need that. You can have the tourist bus on, but keep the 25 the normal service going instead of swapping it. You know,",0.13210315,0.038023468,0.03924517,0.36087465,0.008037752,0.025643246,0.39437068,0.0017018804
143,"No, there isn't no there. So you get a lot less seats.",0.014287068,0.006546969,0.006000784,0.033641167,0.025310209,0.15556933,0.7535767,0.00506779
144,"So that, you know, that's here. I mean, I don't know about the rest, about the town and other areas. You know, I know you get some areas where the bus is every half an hour, and it can be every hour",0.04847111,0.00048233752,0.011479788,0.16546652,0.0033248025,0.0045314743,0.76496863,0.0012753161
145,"You get unlucky, within five metres of my front door there's a bus every 10 minutes. The 51 or the 21.",0.3550468,0.014563923,0.043629523,0.20106122,0.026433347,0.10605635,0.22202682,0.031181995
146,It  is just too many red? Yeah. laughs,0.03431946,0.0085117435,0.07302023,0.58473,0.15817197,0.012625791,0.10436931,0.024251448
147,That's right.,0.013898399,0.008583887,0.05005645,0.07570526,0.04252758,0.09586077,0.70662445,0.0067431973
148,"we have that problem on our face. So when you get a group of people sat down just talking amongst themselves. And then somebody's phone rings. And she talked about the fact that I can't hear you, there is too much noise. People I feel like say, Well, don't stay here on your phone. Go somewhere where it's quiet. They don't. You know you're right about these hearing aids. I've heard about, you know what? I don't need them. I just don't listen",0.09205224,0.00021588478,0.1493623,0.038429108,0.0008781364,0.0025950137,0.71313703,0.0033302896
149,"Well, but is it an invisible disability? People don't notice.",0.0076954914,0.00441327,0.03052182,0.01242449,0.029197862,0.54332185,0.37072608,0.0016991417
150,"Something I suppose I've learnt living where I live with people. We've been hearing aids and someone say, Can you speak up or or can you seat on this side to make? Because that's be good. It has to be bad, you know,.",0.025487816,0.17702553,0.14454144,0.016010515,0.018387815,0.15902448,0.43265873,0.02686368
151,Some people think of ISO because  I've hearing loop in the communal room.,0.20613922,0.14965129,0.055379592,0.16832103,0.07944533,0.24065241,0.09103433,0.009376785
152,"Yeah. I would worry about catching me. I've got new leg, which we only got yesterday. I worried about catching that on these walking behind me. Careful, careful. You know, like you say, if you're in a wheelchair...",0.027773444,0.00014422963,0.15326212,0.4475515,0.017413193,0.002471754,0.3480255,0.0033582945
153,"but what I find very helpful with cooking, particularly in the sense that, you know,.",0.024121368,0.0055204565,0.022262031,0.11443355,0.09720828,0.35855404,0.322457,0.055443287
154,"One in the hallway and one in the bathroom we've got Pendants Show. We've got we've got also got wristbands, which you can use. Um, I was given a wristband. Yeah. So many run my flat number. It comes through the intercom I can answer it without getting off the chair. press it once to speak to the person you know you. Plus a second time when the doors open, which I thought it was fantastic. I'd never seen that before.",0.065053456,0.05534237,0.053596176,0.022891484,0.04487645,0.4100998,0.32857937,0.019560881
155,"Some people have to pay for that out their own pocket, don't they?",0.07469954,0.012078577,0.020317614,0.016061923,0.12870227,0.03935021,0.69921446,0.009575387
156,I don't know. I don't know. I know in Marlborough how some people in the flat say,0.09924025,0.031043045,0.11101526,0.037635446,0.09368713,0.3949975,0.20800579,0.024375586
157,"Mm. Yeah. But I found very useful that cooking is my oven packed up and I bought a new one. I bought a Hotpoint It cost me a hundred quid on the internet that was all. And it had this facility, which I find invaluable, and that is when I put something under the grill, I then put the timer on. Yeah, but it switched itself off. So so now where I've previously I forgot about it and it just had burnt bacon. it's not done perfectly because I know exactly how many minutes it was it switched iself off, so often they try to get carried away watching something for example.",0.014617067,0.08496255,0.050990265,0.431273,0.06460257,0.13518426,0.19760767,0.020762622
158,"We've got our alarms going off. Oh yeah, because somebody fell asleep on the sofa and that's something on the hob, wherever, you know. And it's a brilliant idea. Yeah. I mean, if I'm doing chips in a chip pan, I don't like these fryers. It's the horrible thing. I like your standard chip pan. I stand by that cooker from start to finish, then you get often. But I'm fortunate I can do that, you know, again. So it's hard for me to say what barriers may come in front of me that 20 years.",0.007870475,0.00078489474,0.06430361,0.043218028,0.0055740424,0.008180983,0.8494984,0.020569589
159,I might be able to draw a line at low,0.054610845,0.004415765,0.09282171,0.10560637,0.26433778,0.12953489,0.10660405,0.24206859
160,"I haven't got the manual for it and that was given to me. If you're two years old and it was given to me, and so I would give it to you from the air fryer to a proper conventional cooker, which I've always liked. So I don't know whether it was this guy. I know it's got a timer on running for the oven, whether it's for anything else on that, I don't know. I can probably download the manual for it. Oh, I thought you was saying that.",0.017023254,0.00248969,0.0831358,0.07852445,0.097350284,0.5803074,0.13650985,0.0046592643
161,"Can I think something? It's not my it's been a relative inclusion actually. Having come to me, ask me, I have no idea that, you know, when you're saying you need to say your GP service? Yeah, go username, password. Yeah. And sometime in which is going come into a password not recognised and it and then you should turn out. Her son checked her computer it wasn't her computer, it was a GP sensor, it was. There is a code and she couldn't get through to a doctor and she needed medication urgently nebuliser, you know, um, I've never used mine since it went online. I've never used it. Not that I don't want to. I don't even know what the website address is, so I have to ring them open. Ask them where you can get through. Um, that's the problem. You know, technical stuff, folks, and stuff like that. If the system's going down. Yeah. To Ringo, oh, you'd have to try again tomorrow. Love to try again tomorrow. An actual person, you could be dead by tomorrow. You know, I mean, not everybody knows it when you're feeling unwell, it's life threatening. Yeah. And you're ringing the GP because you don't want to bother your neighbours.",0.033728145,0.0001449389,0.09939645,0.15151034,0.0035552457,0.017591042,0.6920193,0.0020545223
162,"The other thing is, the older we get, I think safety is very, very important, you know? Yeah, I when I moved into my place, I bought myself from the re-use centre in Union Street, a tumble dryer. I paid ten quid for it. Yeah. And I got it home and it worked. I look on the internet and it was suspect to fire. Yeah. So I ran the Whirlpool and I said, Look, I've got a tumble dryer of yours and you say it's one of the other risks. So they said that's all right give me the serial number, and within two weeks they did bring me a new one.",0.22020869,0.13993363,0.055268362,0.13429017,0.052506868,0.13672705,0.25081483,0.010250409
163,"Oh, that's fair enough! laughs",0.0032029534,0.001078457,0.006773288,0.84547174,0.027906634,0.04834413,0.056167822,0.011054975
164,"That's right. Are a lot of time. You've got to go on the internet to find the phone number so. Yeah, it does happen. Yeah, I got news. I bought a scooter that can run from better life. Yeah. Lloyd's chemist used to sell,",0.14971884,0.010720033,0.012610806,0.16875003,0.2930224,0.27518415,0.06754351,0.022450255
