,Tweet,Anger,Depression,Fatigue,Vigour,Tension,Confusion
153,"Yeah, yeah.",0.417088,0.30142623,0.14814939,0.003623236,0.026781384,0.10293176
154,"Yeah, yeah. And there is the pride as well, isn't it?",0.6505367,0.14166021,0.0040708263,0.002353559,0.010166846,0.19121185
155,"Because my mom was the same. She didn't know she she had a pension, and that was it until she stopped going blind and social service came out, filled all these forms for her. She's getting fortune now.",0.11192099,0.68617874,0.0002188991,2.4057074e-06,0.19756424,0.004114746
156,"Yeah, but that is depending on somebody letting social services know.",0.1947683,0.5682464,0.0093543,0.0049546883,0.123550095,0.09912619
157,"And my mom doesn't think that she should be entitled to it now. Well, if you're not entitled to take it off you.",0.9787753,0.014098114,0.00079225283,2.4949592e-05,0.0012649833,0.0050443755
158,"Yeah, yeah.",0.41708747,0.30142644,0.14814948,0.003623238,0.02678135,0.10293203
159,"I think also my house is designed for me at my health and my height and my capabilities. If any of those change, you know, I won't be able to reach the cupboards. I won't be able to get down, you know, if I were in a wheelchair or was having to use sticks to get around things that are simple now. Yeah, you know, would suddenly just be impossible to manage.",0.6357024,0.07436257,0.21209253,0.00014863438,0.016073156,0.061620757
160,"So I mean, we've only got like a two story and not really high ceilings, but they're coming down the stairs. We've not got banisters because don't need banisters at the moment. And one of I actually. And we've got like one door the front door. To go out of that to get up to the main road to the path  we've about 12 steps. So again, like if I, you know, if my abilities gone. How would I get up those steps. Because you know my next door neighbour, he's got the cancer, her husband, she's got a mobility scooter now. And he took away the steps and put in a ramp. But it's like, Wow, it's a bit steep. I would say, mice, imagine, you know, going down it and disappearing down in the garden. wow..laughs",0.06022992,0.22525936,0.16423906,0.39261323,0.0016497514,0.15600866
161,"So it's that, you know, all of that you think, Oh, so you like you can do all of these things now quite easily, but in years to come? Yeah, I saw those in it adapting your home to suit. Yeah.",0.112241656,0.85809153,0.0028741863,1.7297493e-06,0.0005423155,0.02624856
162,"And shopping. You know, obviously, we go shopping. We take the car. If I wanted to get the bus, I would then have to maybe shop small every day because I'd have to walk back from the bus stop, which is close to the house. I wouldn't be able to carry much. And if I got a trolley, I wouldn't be able to lift the trolley onto the bus to get, you know, so I'd constantly be having to think about what do we need? What can I carry? How far do I have to carry aids? What shops can I still use?",0.28568903,0.017255167,0.0006422693,0.00042848306,0.00049927144,0.6954858
163,"And if you're using a walking stick, you've got less.",0.6290207,0.25034222,0.012494653,0.0029828015,0.0075995233,0.09756013
164,"Yeah, yeah. And if you live remotely, sort of away from the city even harder because. You know, if you can't drive anymore. They're not necessarily bus services to where you want to go, when you want to go there. I said that makes it even harder as well. I mean, we've got like one little village shop we sell basic things, but they are expensive. Yeah, exactly. So, you know, like half a dozen eggs is just over two pounds woo. So again, if you want, you know, just a state pension, you know you going to be compromising your health because you you're doing without things. Because, yeah, because of that, you know? Yeah, I save the boiler break down. Heat is more important to you may be than have been a loaf of bread or some milk. I don't know. You know, you've prioritising what you do and don't need, isn't it?",0.78169006,0.21079189,9.4741845e-05,0.00011218388,0.0006314265,0.0066796867
165,"Yeah, yeah. Yeah, they were struggling during the pandemic, weren't they?",0.44313085,0.38529775,0.02795299,0.0018555566,0.005552617,0.13621023
166,"For me, I like to go shopping myself, I hope not never happens to me because I love shopping.",0.11265323,0.7284119,0.081886105,0.001402809,0.03299807,0.0426479
167,"I like I like to my own food. Yes, because my my menu for the however long I've done my shopping is based on what I buy. Yeah. And if so, I'll be getting the bargains. Yes. Yes, special offers. And then that takes what you're making for the rest of the month.",0.78141654,0.08367819,0.13285328,0.00027090398,0.00059263036,0.0011884825
168,"Lots of shops have shut down, like Debenhams, I'm gutted because I love that shop.",0.069381356,0.8155036,0.05100486,0.0008713641,0.007505688,0.05573312
169,"With  home delivery you've got to rely on the products being good, especially fresh products.",0.5233328,0.19929828,0.061197076,0.0118564,0.14697617,0.057339303
170,"When you are in the supermarket, you see them going around with these big trollies and they just go on like they're picking it off the shelves.",0.48667964,0.20380016,8.090101e-05,1.8734918e-05,0.078692995,0.23072758
171,"Yeah, I'm checking the day of expiry.",0.08036587,0.26325083,0.22855186,0.018895095,0.38243636,0.02649998
172,"I'm too fussy. I'm one of these people that if there's a row of them, it's like not the first one.",0.4463587,0.24664447,0.006879441,0.00079615565,0.023639388,0.27568185
173,"And yeah, yeah, yeah, somebody's gonna take the first one. I have to get one from around the back. You know, I might go and shop and think I'm going to make beef stew today, and then I go in the shop and something else is more reasonable, or catches my eyes. So yeah,",0.021328844,0.014019769,0.9646165,4.1279955e-07,1.5758977e-07,3.435456e-05
174,"yeah, it's exactly what I do.",0.4760124,0.26905835,0.022406556,0.021094225,0.018356333,0.19307214
175,"Yeah, yeah, it's what it's sort of",0.3237138,0.30844805,0.05909897,0.009182976,0.037036236,0.26251996
176,"clearance. I like to look at bargains. Yeah, yeah. Well, I buy some good stuff.",0.2785536,0.22824474,0.4226561,0.007247621,0.04464068,0.018657265
177,"You can put it in the freezer, can't you?",0.6396188,0.26944408,0.0039920304,0.0028779688,0.0072985687,0.07676856
178,"Yeah, I have had deliveries before, and what I found difficult is the guy comes to the door and dumps it down on the floor. And then you know that he's on a really short timescale. You know, he's got to turn around in so many seconds and and he's kind of like, you know, get your and get your shopping and you're like, Oh, really stressed that I'm going to kind of like yank everything out of this thing, and I wouldn't like somebody to come into the house and be just chucking stuff. Yeah, and then rushing off. So yeah, I don't know.",0.2452038,0.6931944,0.005261252,1.6856858e-06,0.020377826,0.03596106
179,"Yeah, we've given you this instead. Did I ask for that? No. Why are you giving me that?  How is that helpful?",0.18846546,0.02577825,0.00062866794,0.00051785755,0.001020898,0.7835889
180,"Also, I think food shopping is quite personal, isn't it? Yeah.",0.15061921,0.36451328,0.09181914,0.0010703473,0.009371279,0.38260674
181,And it's another way of socialising. You get to see people.,0.55724007,0.3778329,0.015984718,0.007805247,0.017096387,0.024040706
182,"Yeah, but the thing is, if you live on your own, you've got to spend a certain amount for it to be delivered.",0.29103136,0.6118133,0.029411377,0.012234417,0.021401742,0.034107774
183,Yeah. So get five over twenty five or whatever.,0.8335563,0.10094967,0.011979925,0.0069999145,0.012218562,0.03429566
184,"Yeah, well, yes, that's right. I was born out of food and you're not going to necessarily be using that. Yeah. Have you ever looked in somebody else's shopping basket or trolley and been quite judgemental umm? Laughs",0.14696991,0.6971151,0.0068393224,9.531895e-05,0.006453529,0.1425268
185,Yeah.,0.31475717,0.4047367,0.081647985,0.0077855387,0.029910328,0.16116227
186,"And sometimes if I've got something in my shop, I always feel guilty. If I'm buying a bottle of wine, you know, my local co-op, I was like,",0.00012140365,0.999739,1.8173949e-05,9.823423e-07,9.309264e-05,2.7371456e-05
187,Does anybody know?,0.026427124,0.59078956,0.0027235644,0.0015353939,0.021235157,0.35728917
188,Yeah. And then I think I want to hold it up and go low alcohol. Laughs,0.18241838,0.37052503,0.016970465,0.0018443476,0.07030307,0.3579387
189,"Okay, maybe. It's eight o'clock in the morning and I need it...Laughs",0.108752154,0.36526605,0.22245736,0.0008856652,0.076033406,0.22660536
190,"I think everybody would have internet, wouldn't they? I keep saying that in our village when the like the parish council say well they can find on the web pages, maybe they don't use internet. Yeah, yeah.",0.783892,0.006789087,4.3244694e-05,0.108141854,0.0001277613,0.10100609
191,"Yeah, I mean, like, are we talking about when we are going to be that age where I know how to do the internet, but I'm not great at it. I get by. But like, like my mother, she's in her 80s. She's blind. She does know nothing. We bought a mobile phone. She couldn't use it!",0.020343041,0.9762877,1.7322307e-06,7.96823e-06,0.0010006274,0.002358897
192,It's worth some help as well. Yeah. Asking somebody.,0.11314469,0.7328697,0.017650986,0.009125321,0.02668971,0.1005196
193,"So that's about socialisation, isn't it?",0.106972255,0.3204151,0.002466899,0.0018713706,0.06624593,0.50202847
194,"Yes, for the knowledge somebody that's using whatever. It's like a social service or something like that. Yeah. Yeah. So something would know, if they're using their facilities..",0.48510337,0.48523152,5.147402e-05,0.0021307743,0.010633328,0.016849522
195,It's like a community group .,0.13821194,0.5384725,0.021442857,0.05279716,0.10104715,0.1480284
196,"So, you're looking for the physical things, you know?",0.25941586,0.2859475,0.0057722395,0.0027161073,0.009658592,0.4364897
197,"So for me, I don't know about other people, but for me, one of the big problems is the actual physicality of the house that I live in. Keeping it in good repair and suitable for me.",0.1876489,0.30109775,2.0131374e-06,8.615951e-05,2.4864916e-05,0.5111403
198,"Yeah, maintenance.",0.56321603,0.1632405,0.115118094,0.011828982,0.06363867,0.082957745
199,"So I don't know how to describe that. But yeah, and maintenance and adaptations for the property that I'm actually living in.",0.029563874,0.085494116,0.017427504,0.003390612,0.021276277,0.84284765
200,"Yes, do you need help getting in and out of the bath and up the stairs?",0.32605532,0.12829651,0.35903046,0.010716104,0.026993722,0.1489079
201,"It could be, couldn't it?",0.14722732,0.52749175,0.051939026,0.011030082,0.18222535,0.08008649
202,Did we say much about transport as well?,0.04991157,0.054241415,0.06925419,0.015690701,0.022739658,0.78816247
203,"We did mention it. Yeah, sort of loss the car, so you got loss of independence. If you ...",0.06649184,0.5883656,0.00250146,0.0013999357,0.005973717,0.33526745
204,"Yeah, mm.",0.36188808,0.3199565,0.07042253,0.009977642,0.061204344,0.1765509
205,I think knowledge.,0.07499205,0.26480508,0.03420467,0.0020003906,0.07976104,0.5442368
206,"I don't think that's a physical one, isn't it?",0.07450428,0.22691154,0.028187897,0.003729163,0.03629352,0.6303736
207,All right.,0.30505642,0.30429748,0.04359968,0.007958119,0.091004655,0.24808364
208,"I think that's more like a social informational one, I think we are thinking about, you know, kind of bricks and mortar type of .., you know, the physical environment around us",0.04422606,0.017779702,0.6160208,7.36744e-05,0.27694142,0.04495835
209,"Being able to do your own shopping, if you couldn't do your own shopping. That's a big one for me.",0.25054872,0.688989,0.042116147,0.00034275567,0.0056789764,0.012324432
210,That you're physically being able to go and do it yourself.,0.77601016,0.149353,0.038846675,0.004333707,0.021527816,0.009928662
211,"Yeah, so it's a physical capability.",0.21758576,0.2992823,0.07902553,0.031010773,0.028402641,0.344693
212,"And maybe it's something more like run regular newsletters, regular updates, community centres which are very physical in the sense of, if those if those people like us actually community workers, age concern. Yeah, yeah, you know, housing provider,.",0.35660526,0.60928863,0.015843583,0.00024522713,0.012731284,0.005286014
213,They would know a lot of...,0.28209776,0.54105276,0.034768954,0.0043689273,0.04072904,0.09698257
214,The kind of the physical environment if those agencies like.,0.16411915,0.46039242,0.041016914,0.006953667,0.07160351,0.25591436
215,"It's like the GP surgeries, they know the demographics to be able to...",0.06719892,0.5609919,0.0076951226,0.002376388,0.13037576,0.23136194
216,"And if that makes your life easier by knowing it, that you know that you could get sort of grab handles to get the door, you know, if you were struggling with your front door would, you know it's just yeah.",0.71192825,0.21771389,0.028154273,8.4596664e-08,0.039126307,0.0030771787
217,I think information is important because there's a lady that moved into the wrong house and she realised that the heating was in with the bill.,0.19813377,0.4876459,0.00016366859,1.8035113e-06,0.002797016,0.31125784
218,Oh bless her!,0.09255866,0.56833965,0.05378641,0.04287817,0.1931566,0.049280513
219,"So she was freezing cold all through the winter. She had to go to hospital for hypothermia. You know, she was really in a bad way because she didn't get information",0.084196106,0.8597623,0.0015798939,0.00056463334,3.48003e-05,0.05386223
220,and she was frightened to put it on?,0.04779592,0.46418998,0.012983639,0.01378752,0.05812419,0.40311876
221,"Yeah, because it was extra money, she didn't realise. So that's why I'm talking about, information ...I told her go and ask in the end.",0.026912335,0.9723245,8.209544e-05,3.90371e-05,0.00020920826,0.0004328323
222,"But we all obviously ...yeah, we didn't do a good job by explaining that that to her. Obviously, and again, I guess..",0.23348601,0.3791855,0.007073566,0.0021524779,0.010105568,0.36799687
223,"It's also the maintenance of the House isn't it? yeah, because keeping it warm.",0.7111379,0.15468737,0.0063216626,0.0016313689,0.0121880425,0.114033654
224,So helpful gadgets. I love a gadget.,0.06405913,0.7218442,0.008653402,0.0036925233,0.028786775,0.17296395
225,"Did you meet my sister when she came down? Um yeah. She she got loads of stuff because obviously from the hospital, all the doctors, you know, she got a social worker to come to see her, and that's how she found out. She got lots of stuff.",0.0020253197,0.9978724,1.347547e-06,9.8186105e-11,7.807138e-05,2.2861475e-05
226,"Yeah, so gadgets, adaptations for actually physically help you stay in the same environment",0.40506777,0.32789093,0.012743598,0.0666001,0.025945049,0.16175252
227,"and help keep your independence, doesn't it? Yeah.",0.723354,0.10961089,0.009430913,0.0011823438,0.019738326,0.13668357
228,"And having a handrail for up, yeah, versus moving home. Yeah, such a quick win.",0.108998254,0.29441798,0.46317434,0.01717257,0.071143165,0.0450937
229,"I've got all that in my flat already. Because the person who lived there before me was in a wheelchair, so ...",0.4463058,0.43835184,0.010856837,0.0016634769,0.049116,0.05370602
230,"Cats, yes. Love cats.",0.20456219,0.60560954,0.032672722,0.012353384,0.03420495,0.110597245
231,"They're dangerous when you get older, trip over. My one sent me down the stairs because you know when you go down stairs I don't go straight I go like this. I tried to avoid him, top to bottom, boom. Oh, so that's why my back is...",0.021513734,0.9770753,1.5931264e-05,2.9414209e-09,0.00014374407,0.0012513171
232,Did you get rid of your cat after that?,0.2645468,0.10234284,0.006598383,0.004121349,0.003659666,0.61873096
233,"No, no. Laughs",0.100069426,0.6761134,0.033688523,0.0017302205,0.027482191,0.16091618
234,See because you love your cat.,0.15946482,0.7017436,0.0021104089,0.0008522498,0.006973784,0.12885511
235,"and they that they are the best company. Yeah, yeah.",0.5185986,0.4189451,0.007924436,0.0023716718,0.007862993,0.044297192
236,"And I found after my cat died that I felt that I had nothing to care for and no routine in my life left because it was like I would get all she would be where is my breakfast. Hmm. So I had that routine of. And it kind of took me out of me because I had to do something for something else. You know, I had to always be thinking of something something else. You know, and there was a company routine. That sense of",0.15053572,0.2517503,0.000140307,6.3342565e-10,0.51761585,0.07995783
237,"Yes, yes, exactly. So I found it really hard when she died because I just felt like the house felt like a house not a home and I felt like something was really missing. And I really struggled to to find a routine or something to do that wasn't just about me. Yeah.",0.018426837,0.88531655,0.0009066988,5.4245675e-07,0.059838735,0.035510667
238,November.,0.13294223,0.51999325,0.050181225,0.017932538,0.10666348,0.1722873
239,"I want to. But Rob is not ready yet. He says, ..",0.033453505,0.38439754,0.0065872977,0.0010144213,0.21755837,0.35698888
240,Yeah. We will get you a little kitten.,0.8680792,0.11105999,0.0030205734,0.0029405733,0.0061248946,0.008774812
241,and that's what I want to get a kitten.,0.34368974,0.52477944,0.007539842,0.0044376636,0.031328708,0.088224575
242,"Yeah. Well, I'm not one allowed the pets, so yeah, but I wouldn't have another pet.",0.6210771,0.22502849,0.07569768,0.0030221492,0.015657792,0.05951674
243,And I think that's really difficult..,0.43599245,0.12182972,0.030643923,0.00044420653,0.013457076,0.39763263
244,Because it's tying as well.,0.4422599,0.38383114,0.010566521,0.0028484028,0.037438784,0.12305523
245,"You can go on birthday now, you can go away. You haven't got to worry about somebody looking after that more.",0.5107773,0.37404922,0.0025828488,0.062115543,0.0116971955,0.038777903
246,That's the problem I had when I moved to the Barbican.,0.28207397,0.44628987,0.054827906,0.0013562831,0.032561008,0.18289098
247,"Well, yeah. But yeah, they are too tying, I mean, because my mother's not well and it's hard. To get up there when you have to, but I've got good neighbours who look look after her.",0.00091244205,0.99760807,1.4988106e-05,1.9202336e-07,5.83898e-05,0.0014059078
248,"Yeah, but I think again, pets may become more important when you can't go long distances you when maybe you're not travelling. So much and you know you're on your own for longer periods of time.",0.0054544294,0.9784707,0.00023070577,2.823258e-06,1.5248597e-05,0.015826082
249,"I'm just waiting when Kirsty gets home, she's getting a dog, so I'll dog sit my grand-dog. Yeah, Liam's got born. But obviously he's up in Manchester.",0.00856719,0.00090524805,0.002142633,7.3722867e-06,0.98536503,0.0030125105
250,"Another one is stairs lift, because a lot of people live in two story house or whatever, so stair lift would be a physical adaptation. Would it be in the mobility, stairs lift? because it is mobile, to take you upstairs and bring you down.",0.08427452,0.24317111,0.010153168,0.0012577121,0.013344865,0.6477986
251,"But I'm thinking that pets are very important to people. Certainly would be, it would get more and more important.",0.21990949,0.47980362,0.027265208,0.004701955,0.09404116,0.17427856
252,"Yeah. And dogs, dogs and cats, they sense when you're unhappy, so",0.23688197,0.6022549,0.02037713,0.012395734,0.0068561714,0.12123407
253,"And a cat says I don't care. Yeah, you're unhappy, oh yeah, whatever.",0.7410787,0.17113692,0.0006348016,0.040716007,0.001197403,0.045236193
254,Dogs are more reliant on the owners and cats are more dependent on us.,0.15831134,0.524612,0.0006970321,0.002333849,0.009025915,0.30501986
255,"And I suppose if you have something like a dog, as long as you don't have a massive great big dog, then that feeds into the exercise, you've got a rason to go out to push yourself to exercise.",0.00730709,0.98454976,3.5790283e-05,0.0012784185,0.00066715525,0.0061617834
256,"Yeah, that's right. Spaces, parks. Yeah, yeah. Lots of well-being, isn't it?",0.18724127,0.4276527,0.10315673,0.091276914,0.046055418,0.14461696
257,"Yeah. Well, I live on the Barbican, so I've got everything there, green space, the sea, rubbish, too, Yeah, seagulls. Laughs",0.2759088,0.432095,0.05237969,0.004999466,0.037215095,0.19740196
258,"The other thing is, I find supermarkets don't cater of single people. So you have to buy big, don't you? I don't need to buy big tins, I want small tins. So tomatoes and things like that. So it's not necessarily catered for single people.",0.99065626,0.0037150104,6.670569e-06,2.6613455e-07,2.5944695e-07,0.005621553
259,"Yeah, you can. You can buy small tins, but sometimes it's cheaper to buy a big tin, though.",0.3109016,0.34697673,0.009634034,0.0015669876,0.008818321,0.3221023
260,"But if you go to somewhere, like if you go on holiday and you, you go to a restaurant and it's just you. Yeah, it's a very uncomfortable experience to sit in a coffee shop by yourself. Yeah. To sit in a restaurant. Oh yes. But I think it would be much know. I know some restaurants tried this. This is a table where somebody might come and say, I can't remember the expression, but somebody might come and sit and chat. And so I'm.",0.19819033,0.3947587,6.339302e-05,4.204952e-06,0.0061645173,0.40081885
261,"Yeah, it was a scheme and there was a notice on the table and it said something like this is a community coffee table and somebody might just come. And if you sit here, be prepared. Somebody else might come and sit here with you to chat. And I think there needs to be more of that kind of thing because if you don't get to see anybody, and you think well, I'll go out for a cup of coffee. You then feel like a good drinking go or I've got to pretend that I'm reading something because I'm",0.021361908,0.21896611,1.0975496e-06,1.3959492e-08,1.8286544e-05,0.75965255
262,"The times I had to go and get something to eat, it's like.... so it would be nice just to",0.22336401,0.508179,0.059058204,0.0011454311,0.09559654,0.112656794
263,"Especially again, if it's difficult to cook at home for yourself, you don't feel like it to be able to go to places where you didn't. You didn't have this feeling that everybody was going, Oh no, no. Oh dear, on our own.",0.117906645,0.8759509,7.5645956e-05,3.1947475e-05,7.051099e-05,0.005964369
264,"Also, I think as you get older, it's harder to make friends. Yes. Yeah, because your old friends, you know, might moved away or they passed away. Yeah, and all that sort of things. So, yeah, well, to make new friends, it's quite hard.",0.043383665,0.91155136,0.00340302,7.321719e-07,0.0018482466,0.03981299
265,"You know, I left my home, my family, my friends, over 30 years ago and when me and my ex-husband split up and moved to Plymouth and. Because my daughter was here, obviously, my eldest daughter was here already. And, um, yeah, I find it really, really hard. I was in my forties when I moved into Plymouth, and I did find it really, really hard considering I had a lot of friends in the army environment. It was just like a big family. And so I left home, moved to that. All my friends are in Sutherland, my best friends, the people I grew up with, family also.",0.097466215,0.7975703,2.3569899e-07,1.9437412e-05,0.00066723966,0.1042766
266,"I think also if you lose a partner, with a divorce or they die, then you often lose half of your friends with that, you know, because.",0.02542329,0.97429234,5.879562e-06,7.871867e-06,4.6765334e-05,0.00022384276
267,You lose half of the family.,0.5301988,0.41579843,0.0036008758,0.0007580148,0.0046338663,0.045009986
268,"Yeah. You know, you might as a couple. Yeah, their family. Yeah, you have their friends as well. Yeah. And that person isn't there for whatever reason. You suddenly just what? It might include things like grandchildren and things.",0.3203583,0.6012954,4.4314544e-05,3.0082561e-05,0.0007662758,0.07750563
269,"Yeah, yeah. My, you know, his for his family were very supportive of me. We were really, really close. But now, like the kids have got their own kids. So basically all I see is, well, I've got friends. Hazel's my friend. Yeah. Not that you've seen much of each other. I haven't. I've got my family. But sometimes it's just nice to.",0.0065344856,0.9639089,3.898581e-06,2.7527165e-06,0.01841742,0.01113255
270,"Yeah, because of the care home system as well.",0.6132797,0.31632224,0.017154265,0.0038563597,0.011677527,0.0377099
271,"Yeah, I do see my family there. They would be there for me to drop of the heart if I needed them, but I need them to meet me. Yeah.",0.119491294,0.56172967,0.00992427,0.001079134,0.18545443,0.12232122
272,"So, I don't have any family left living. So, it's me, that's the end. But I think there's a lot of prejudice about older people. You know, there's a lot of assumptions about older people about, you know, for example, if I'm putting on an activity and somebody saying I'll put some music on and they say we can find some war songs and I'm like, How old do you think these people are?",0.004874708,0.0126004545,0.850341,0.047410153,0.0029424098,0.08183128
273,"Oh, you know, yeah. Laughs. They were probably in the teens listening to this stuff in the sixties. Yeah, yeah. There's this idea that once you hit 50, you know you want to talk about the war. You want to, you knind of...",0.00025834457,0.9937651,5.247467e-05,4.876966e-09,0.0057934523,0.00013058024
274,mention Elvis Presley. You say ...Laughs,0.19805326,0.56546223,0.026161399,0.0071630636,0.048742797,0.15441726
275,"you know,and because you've hit a certain age certainly, physically you've deteriorated, mentally  you've deteriorated, and",0.16788746,0.6341084,0.08787337,0.005251321,0.010578643,0.0943008
276,"all my children were brought up listening to Disco. I love Disco, but my grandchildren, then probably one they'll grow up, I don't probably think..., it's horrible music. I mean, some of the music my children like, I like, you know,.",0.47948867,0.5037488,0.00010609926,2.996192e-08,0.0012573557,0.015399077
277,"But you're not allowed to. Do you know what I mean? In the sense? Yeah, because you're older. Yeah, yeah. You're not allowed to like that music or you're not allowed to like these clothes, you know, why are you shopping in that shop buying those clothes? You should be down at Marks and Spencers? buying something suitable for your age.",0.55511993,0.10155578,5.1749594e-06,3.2227883e-05,6.247901e-05,0.3432244
278,"Yeah, I think when I was young, the eldest was the boss and all that changed in that quite annoys me. Yeah, yeah, that is right. Yes.",0.7020025,0.28887048,0.0016833042,0.00013364753,0.0019693563,0.0053406605
279,"That is interesting that you say that, you know, because as you get older, you find that the people who are telling you what to do at work, are actually quite a lot younger than you. And you're like, ummm! Laughs",0.1989404,0.00888181,0.00028098488,0.5923401,0.0072620893,0.19229461
280,"Oh, yeah, you know, I even now I respect my mother, you know, if she says, you do this, you do it. Yeah. But now it's like. So it's just I mean, I know I'm only 61 year old, but it is like losing control. Yeah, yeah, yeah. The kids rule the roost, not the adults.",0.9396035,0.042271815,0.002420066,8.9936584e-05,0.0011931998,0.014421473
281,"I know, I know ..Laughs.",0.1442334,0.7749413,0.03061584,0.005421061,0.011741193,0.033047155
282,"The other thing I find is I'm not good on technology. I'm not there at all. I don't just let it go. Yeah. And you're trying to ask your daughter, Tell me, why do you do it yourself? Try it yourself. Yeah. You know, that's it.",0.14919998,0.8415032,0.00047952958,2.1521623e-07,0.005995032,0.002822066
283,"That's that's another thing. It's a barrier. Yeah. I think to older people, it's a technology thing. I think it's sleeping us the airlines. Yeah. You know, banking is going to be online. All this sort of stuff now going to be everything. Yeah. And also the other thing you know, you can get done on the phone at a certain age, you know..",0.020453893,0.9779765,4.637046e-05,5.245604e-09,0.00036261007,0.0011606222
284,"Rotten phone calls, you know, trying to get money out",0.41169384,0.3728791,0.019347377,0.011507214,0.05656864,0.12800385
285,"Oh, scammers?",0.46237943,0.3149493,0.008996944,0.009223186,0.07453058,0.12992056
286,"Yes, scammers, that sort of things. So you don't understand that. I think that's enough environmental problem.",0.56154007,0.31689426,0.019097723,0.0022628543,0.004768547,0.09543654
287,"Because nobody properly talks to each other anymore, do they? That's always on the phone. Yeah. You know, so you can say nasty things to people that you don't see their feelings? Hmm. Face to face. So you could get all that as well. So that could terrify an old person, you know?",0.9244508,0.0748747,0.00011997511,4.2705682e-07,1.1621352e-05,0.00054244086
288,"Yeah, I get the other thing, because I'm quite OK with technology. Yeah, I was in a coffee shop one day, it seems to spend an awful lot on coffee shops, and the app wasn't working. And I said to the go at the counter, Oh, I can't get my points. The app isn't working and she said you have to have the app and I'm like, I've got the app. Do you know how it works? My love and I'm like what? Why do you talk ...Of course it's just not working. And it was because she saw that I was older. My hair was grey. She immediately assumed, that I didn't know how to use the app. No, it's just not working. It's not that I don't know how to use it.",0.11185309,0.17233367,0.0012842108,2.9775336e-05,0.013724572,0.70077467
289,"Yeah, to me Hazel, you look really young, you know,.",0.37249038,0.5265536,0.03183581,0.0065912656,0.015360562,0.04716843
290,"Oh, thank you.",0.647935,0.13665111,0.048239995,0.0014640193,0.026997134,0.13871281
291,"But I've said that to you in the past,.",0.06421765,0.30593872,0.0035520662,0.0009573157,0.024340078,0.60099417
292,And maybe I was having a bad day. Laughs.,0.28500032,0.3541505,0.075517565,0.00050230225,0.008745545,0.27608377
293,"Yes, she was, exactly. Really condescending. She was raising her voice. She was speaking very clearly ...",0.28582817,0.30487594,0.01347731,0.0021756815,0.031639665,0.36200324
294,"I think I found it quite upsetting because it reminded me that I am to other people what I see is not what other people see. And there was this assumption that I might end up missing out on things or being treated in a different way because people have made a judgement about me. Just, you know, we've decided that you're an old person and you're not capable. So we're not going to even offer you this opportunity to do something.",0.1537478,0.84279346,1.5161226e-06,7.7158925e-11,8.1901155e-05,0.0033753153
295,"When I get on the bus with a younger person, gets up, sit down, Idon't want to sit down and stand up here. Laugh.",0.3040412,0.28360143,0.25565138,0.020508762,0.080136314,0.056060914
296,"I still get up for an eldery person to give them my seat. But you see these people come and just sat there and an old lady over old man gets on and the won't move. Yeah, and there is me getting up.",0.03671192,0.93354756,0.00075223006,0.00011235887,0.004827787,0.024048153
297,"But it's in the media, isn't it? If somebody either in the negative, they get attacked in the street or, you know, somebody does something. They run a marathon. If it's somebody under the age of 50, they just run a marathon and they just got mugged. Once you pass 50s, they deal, you know, 73 got mugged. Or, you know, amazing man. 81 run a marathon. It's like this whole thing in our culture.",0.76959395,0.00804689,0.00047187533,0.0016629254,3.582926e-05,0.22018851
298,"Yeah, I've been mugged. It's not nice.",0.49650785,0.21855691,0.056367964,0.0039035918,0.02419427,0.2004694
299,"No I know I can imagine that, you know, people have this perception without really thinking about what people are like at certain age.",0.061316162,0.929592,0.00028341665,0.0006877616,0.0063429247,0.0017777326
300,That could not give confidence.,0.034377117,0.17301907,0.01954174,0.01670273,0.6815825,0.07477681
301,"Exactly. And and then that makes you start thinking, do I need to be, you know, in a more supported environment? Am I safe? Do I want to go out? yeah.",3.344606e-05,0.9974596,1.704383e-09,2.5312802e-11,2.240742e-06,0.002504696
302,"Yeah, very frightening!",0.06853971,0.33160472,0.11582186,0.051606737,0.24027976,0.1921472
303,"Plymouth community homes are brilliant. Yes, they are. You know, you can't fault them, even though sometimes some certain people put them down. Mentioning no names Hazel, you probably know who I am talking about. But yeah, they are really good.",0.0015092014,0.0049631367,0.06080404,0.001134678,1.241621e-05,0.93157655
304,"The person, the person who wants to know without asking? Because if you don't ask, you're not going to learn. Yeah, yeah. But if they don't know the people, they're not going to help you. Yeah. So it's down to the person or the family. Yeah.",0.28051305,0.7053086,0.000459036,4.2902101e-07,0.012994205,0.00072464993
305,"Yeah, I think because you get to when you first move in you get a booklet, all the dos, the don'ts, the waht's on. Yeah, I think that's really helpful. Yeah, but I reckon this lady didn't know she should have been told that because when I moved in then told me, well, when I went to look at the property then told me everything that I have to pay. Yeah. And what the payment was for. Yeah. So I can't understand why that lady wasn't told.",0.08026065,0.021775875,0.82734394,2.6946423e-06,0.0010748227,0.06954202
306,Yeah. So why would she sit in the cold?,0.1453436,0.047434445,0.0007788694,0.00010721763,0.0003804793,0.8059554
307,"yeah, yeah, because you're new to the place you're frightened. I suppose you'd get worried to ask other people, you don't know them. Yeah. And everything else. Yeah. You know,.",0.29910806,0.6918926,0.000947586,5.401553e-07,0.0012853476,0.006765821
308,Why would she sit in the cold?,0.10729725,0.11036947,0.0017396422,0.00032234454,0.0012189241,0.7790524
