,Unnamed: 0,Name,Gender,Time,Text
193,193,Speaker 4,M,01:19:47,"and whatever people might say about PCH. I mean, saying this year, but I found the wonderful, Oh yeah, yeah, I'm the beast and I own the property. I don't own the sort of walls and things, but that where I had a problem, they've done marvellous. The job and charge me quarter is because they have taken the bathroom and it was coming from the maisonette above mine and they spent four days with plumbers and carpenters."
194,194,Speaker 2,M,01:20:15,"You yeah, you don't got a landlord. I mean, it is it. I was in associations, you know, as great as I'm going to put it words, which is helpful if you like as PCH. Yeah. And I know what they like. I work for it and now give me landlords, you know, and go with being grateful to like Hazel. Yeah, organising quizzes and things like that. Our place. Um, I mean, I know that's not to do with a lot of this."
195,195,Speaker 5,F,01:21:16,"So you've got stairless, haven't you? It is not the one that goes up to the floor. And I think we have seen that. We've got that. Yeah. So it goes, that is lovely."
196,196,Speaker 2,M,01:21:29,"Yeah, I've seen that in a DIY. Big S.O.S. Big. Yes, I think we've got a lift right goes right through to where he needs it, you know? That's brilliant. So outside lifts, you've got stairs outside haven't you? and you."
197,197,Speaker 6,F,01:21:46,"Look by my own house, yeah, so."
198,198,Speaker 2,M,01:21:49,"And you can get these external ones that take you off. It's like a stair's lift, but it's external"
199,199,Speaker 3,F,01:21:55,The one I'm thinking about to move back to the stairs up on the outside is a public footpath. Uh-Huh. Yeah. So that's a different part.
200,200,Speaker 5,F,01:22:07,"We couldn't adapt where I used to be. I have what I have now because some of those that go through the others say that the future builds. It's already in place and things, but it's not like they can't be adapted. So this oh we need it to be installed."
201,201,Speaker 4,M,01:22:27,"I also think it's important to appreciate what we've got. Yeah, I mean, yesterday, for example, if the gardener all day doing the gardens in the patch where I live, which is a big area with the dust bins in the middle, in a cage, and if we go up to the garden to have a cup of tea or coffee, you can do no wrong, you know?"
202,202,Speaker 2,M,01:22:47,"Yeah, they're not allowed to stop for tea breaks. Well, not on official tea breaks."
203,203,Speaker 1,M,01:22:56,Awesome. Really good.
204,204,Speaker 2,M,01:22:58,"Yeah. Very helpful. Even the ranges of caretakers. I know we can't I'm not allowed to come into your properties or if you need something, take it away, you can get outside your front door. The  communal , you know, and."
205,205,Speaker 1,M,01:23:18,And if they were to pick up steak every morning picking up the litter at nine o'clock. Wow. Yeah. Emptied the bins every couple of days.
206,206,Speaker 2,M,01:23:24,"Yeah, yeah. So you know, we got we do get a lot of help. It is really, you know. Well, I suppose there will come a time when I feel for it. Some people will need to move because of the environment that it may not be suitable for them now."
207,207,Speaker 2,M,01:23:48,"It's hard to say because we all we all have different disabilities or health. I mean, we had a lady in our class. She was totally blind. And if you're having a coffee morning or bingo after you come down, play bingo. Somebody go for one of the residents of Walton, go and bring it down and take it back up again and ..."
208,208,Speaker 3,F,01:24:11,"I am about to have the bathroom changed because it's something I physically need. Yeah, and you said about being able to stay where I am. Yes, if I get worse, then the equipment that's being fitted, it can be again. I think this phrase know it's coming from a future group. They can adjust it so I can stay where I am, so I'm going to need. It's probably at some stage a way of showering and this new equipment can't be and have an add on so I can stay where I won't need help to be showered. So I'm keeping into handles. So that's important"
209,209,Speaker 3,F,01:25:04,"it will be based solely on this idea of being checked being built next week, and it's the hardest part of the electric service and Flamingo is once that's done and it looks perfectly normal. But if I get worse, they can adjust they can block put something onto that'll  help me, which again is thinking ahead."
210,210,Speaker 2,M,01:25:28,Improvements?
211,211,Speaker 3,F,01:25:29,"Yeah, thinking ahead. Yes, these things are built and put in it's thinkable ok. What like Bath? Possibly what you're saying? What do we need to put in now just in case? Yeah, I don't know if you understand."
212,212,Speaker 3,F,01:26:00,Sorry.
213,213,Speaker 5,F,01:26:07,"It's lucky that you live where you are, where I am. I'm coming down my bedroom world and I have for 12 months and I've been trying to get it. I have reported it and they keep saying Yes, yes, we'll do it. I've had scaffolding outside my flat for about 14 months. Nothing to do with me. It was a flat blow that took them a long time to cure their down. Yeah, when I said, Well, why can't you expand it because it sounds like no, why can't you expand it? Oh, no, all the scaffolding has got to come down and we'll just build a separate little one for you. Oh, how stupid! The scaffolding came down last week, but I don't know where I'm going to get mine. They are all removed."
214,214,Speaker 5,F,01:27:03,"It's not mould, it is just the black strips."
215,215,Speaker 2,M,01:27:07,But it can turn to mould
216,216,Speaker 5,F,01:27:09,"Yeah, and I have this severe case where and oh yes, it is definitely damp. It needs to be done. It's coming through the outside cladding."
217,217,Speaker 3,F,01:27:16,"Yeah, but it could spot, I think, what you're saying. It could be that if you go too bad, they have to say yes, it's not suitable for it to stay. Yeah. So they need to put it right."
218,218,Speaker 2,M,01:27:28,"That can affect your respiratory system, you know, breathe breathing and everything else you do."
219,219,Speaker 6,F,01:27:35,Do you pay rent ?
220,220,Speaker 3,F,01:27:37,"No, it's my own flat, but we're going to come on those factory housing."
221,221,Speaker 2,M,01:27:43,"Oh, yeah, so you're at you're like leaseholder."
222,222,Speaker 3,F,01:27:50,"Uh, yeah, yeah. Yeah, yeah, yeah."
223,223,Speaker 2,M,01:27:56,"Yeah, I don't know whether that's how to get things done. Yeah, there's a rent payer. I don't know, you know, but you do find that it would be hard if you to get things done."
224,224,Speaker 4,M,01:28:10,I've never found it difficult to get things done. I tend to put it in writing. I write a fancy letter to the little department of PCH. And I think that's better than a telephone call.
225,225,Speaker 2,M,01:28:21,"Oh, yes. Different landlords, again, the different levels of what they will do and what they want."
226,226,Speaker 4,M,01:28:29,And they've now just in the past week introduced a leasehold forum which is on Zoom. Yeah. And are you going to have a personal personal contact if you're a leaseholder to discuss any problems that might come up.
227,227,Speaker 2,M,01:28:56,"Yeah, of course if it's more regular. laughs"
228,228,Speaker 6,F,01:28:59,"Yes, absolutely. I suppose we're looking at, we get a bus every half an hour."
229,229,Speaker 2,M,01:29:03,"Yeah. The thing I I don't use buses now, but I've heard a lot of complaints from some of the residents. The post that goes from town to 25, I think, is a one to the Barbican and the Hoe."
230,230,Speaker 4,M,01:29:15,You have to be fine.
231,231,Speaker 2,M,01:29:17,"And they went to use the normal single decker bus. In the summer they're using in the tourist bus. And then when the tourist bus comes and it's full up. Yeah, the regular people who live around there want to get to the doctors at West Hoe, can't get on the bus. Mm-Hmm. Mm hmm. And because of that, you know, enough, I think, is stupid. You don't need that. You can have the tourist bus on, but keep the 25 the normal service going instead of swapping it. You know,"
232,232,Speaker 6,F,01:29:48,there aren't the amount of seats on the blue buses downstairs.
233,233,Speaker 2,M,01:29:50,"No, there isn't no there. So you get a lot less seats."
234,234,Speaker 6,F,01:29:54,"I mean, you see people that are able to stand but they're still using seats. Yeah, yeah, that's interesting."
235,235,Speaker 2,M,01:30:02,"So that, you know, that's here. I mean, I don't know about the rest, about the town and other areas. You know, I know you get some areas where the bus is every half an hour, and it can be every hour"
236,236,Speaker 4,M,01:30:15,"You get unlucky, within five metres of my front door there's a bus every 10 minutes. The 51 or the 21."
237,237,Speaker 5,F,01:30:22,"Yeah, I have to ask, what does Pepper think? Because his head is this is kind of, you know, he's looking down"
238,238,Speaker 2,M,01:30:38,It  is just too many red? Yeah. laughs
239,239,Speaker 5,F,01:30:48,"It just gives you a right look, and .."
240,240,Speaker 3,F,01:31:31,"Oh, I think the facilitators is accessibility and that covers what you were saying about accessibility, and that's allowing for people like Gaynor to stay where she is, and she has to be able to use and things like that. And it's making it technology accessible as well. Mm hmm. So it's fair to say the barriers is the inaccessibility to those things."
241,241,Speaker 3,F,01:32:19,"I love what you say about the house. Is that the future proofed? Yes. Yeah. We want more of that because we are an ageing population. Yeah. Yeah, we."
242,242,Speaker 5,F,01:32:33,"It's already in place, we keep coming back to this thing, but it's you're off."
243,243,Speaker 6,F,01:32:39,"You might also make one comment about the accessibility and I mean, I know this room because the astronomical society used to meet in this room and I belong to that we had a long time, but it just doesn't seem to be a hearing in this room."
244,244,Speaker 1,M,01:33:00,That's right.
245,245,Speaker 5,F,01:33:08,Absolutely right. I noticed that. Yeah.
246,246,Speaker 6,F,01:33:11,"But I mean, simple people in here were wearing hearing aids. But there isn't any hearing loop here.  A hearing loop is something that you  fix in the room, it's not difficult, you put wires all around the room. We have one in the church, and so people with wearing hearing aids, they can set their hearing aid to the new system and then they can hear it might be worth mentioning this to university."
247,247,Speaker 2,M,01:34:14,"we have that problem on our face. So when you get a group of people sat down just talking amongst themselves. And then somebody's phone rings. And she talked about the fact that I can't hear you, there is too much noise. People I feel like say, Well, don't stay here on your phone. Go somewhere where it's quiet. They don't. You know you're right about these hearing aids. I've heard about, you know what? I don't need them. I just don't listen"
248,248,Speaker 6,F,01:34:47,"to him just yet. Yes, you should be like in our church yet we're hearing aids. And she said it's the hidden disability, and she wear them for the service and as soon as the service was out, she's taken them off and goes,"
249,249,Speaker 2,M,01:35:03,"Well, but is it an invisible disability? People don't notice."
250,250,Speaker 6,F,01:35:07,"but they don't have a lot of patience with usual deaf. with blind people she can always... Yeah, yeah, yeah. Yeah, yeah, yeah."
251,251,Speaker 2,M,01:35:16,"Something I suppose I've learnt living where I live with people. We've been hearing aids and someone say, Can you speak up or or can you seat on this side to make? Because that's be good. It has to be bad, you know,."
252,252,Speaker 6,F,01:35:30,"or speak more slowly. Yeah, I mean, I'm finding that with the telephone. You know, these companies occasionaly rang, and I get blown and I say, please start again slowly."
253,253,Speaker 3,F,01:35:41,"Yeah, yeah, I'm lucky with my phone, I press on something and then it comes out very loud,."
254,254,Speaker 6,F,01:35:49,"But OK, so OK, you have used technology to help you."
255,255,Speaker 2,M,01:38:28,Some people think of ISO because  I've hearing loop in the communal room.
256,256,Speaker 3,F,01:38:34,Yes. Yes.
257,257,Speaker 5,F,01:38:36,"I just said about physical places. And I have to say it's a criticism of the university. Where I live my home, I can only live one door away because threshold strips. Mm. Yeah. And I'm talkative I couldn't get out of the kitchen,  because the designers need to think, of, this is my soapbox. There are too many able bodied designers designing for disabled people. Yeah, they need to sit in a wheelchair and go round themselves. So that's just my soapbox that it might be. What I have come today. I had a real struggle to find somewhere to get to get in and to come out of the and the Cafe out the cafe. Yeah. You get to live with that. Yeah, yeah."
258,258,Speaker 2,M,01:39:35,"Yeah. I would worry about catching me. I've got new leg, which we only got yesterday. I worried about catching that on these walking behind me. Careful, careful. You know, like you say, if you're in a wheelchair..."
259,259,Speaker 5,F,01:39:51,"A  big thing for yourself, I'm looking at the factors you're looking at, for me to stay there what was said to me recently? It's all right. The fire brigade will get you just get over the threshold to stand outside. So that way gonna happen. It's something that I'm fighting at the minute. Yeah, it's a big issue. And it might has been adapted for me, both ongoing and there's a few blows. This is the same. It's not only once inside, it's getting in and out, which is also an issue, and you've got stairs and stuff and something you can't get out it's something you never get over. But whereas I would have thought reasonable to adapt or to adjust, and that is a reason to stay where if I would have to move, I'm lucky it can be done. But there are places if you want to stay in your own home, there has to be a way of making from this part of accessibility not only in where you live, getting in and I'm sure that that makes sense."
260,260,Speaker 5,F,01:41:22,"I'm working on this at the minute,"
261,261,Speaker 4,M,01:41:25,"but what I find very helpful with cooking, particularly in the sense that, you know,."
262,262,Speaker 2,M,01:41:38,"One in the hallway and one in the bathroom we've got Pendants Show. We've got we've got also got wristbands, which you can use. Um, I was given a wristband. Yeah. So many run my flat number. It comes through the intercom I can answer it without getting off the chair. press it once to speak to the person you know you. Plus a second time when the doors open, which I thought it was fantastic. I'd never seen that before."
263,263,Speaker 5,F,01:42:10,"That's well, first, that comes back to self-care, but well to tell you when someone says the word, isn't it? You go, Oh yes, to stay where I am, if I have a problem, if I do well enough to comfort me, rock, as you say, get to know me. If I fall there is a technology, I can get home. But without that, you didn't have somebody like that who taught me that's have to go the care home."
264,264,Speaker 2,M,01:42:43,"Some people have to pay for that out their own pocket, don't they?"
265,265,Speaker 5,F,01:42:47,"It's not too bad. It's not cheap, I used to pay."
266,266,Speaker 2,M,01:42:49,I don't know. I don't know. I know in Marlborough how some people in the flat say
267,267,Speaker 4,M,01:42:56,"Mm. Yeah. But I found very useful that cooking is my oven packed up and I bought a new one. I bought a Hotpoint It cost me a hundred quid on the internet that was all. And it had this facility, which I find invaluable, and that is when I put something under the grill, I then put the timer on. Yeah, but it switched itself off. So so now where I've previously I forgot about it and it just had burnt bacon. it's not done perfectly because I know exactly how many minutes it was it switched iself off, so often they try to get carried away watching something for example."
268,268,Speaker 5,F,01:43:34,"My hob, every ring on my hob I can set a timer on and it would go off."
269,269,Speaker 2,M,01:43:46,"We've got our alarms going off. Oh yeah, because somebody fell asleep on the sofa and that's something on the hob, wherever, you know. And it's a brilliant idea. Yeah. I mean, if I'm doing chips in a chip pan, I don't like these fryers. It's the horrible thing. I like your standard chip pan. I stand by that cooker from start to finish, then you get often. But I'm fortunate I can do that, you know, again. So it's hard for me to say what barriers may come in front of me that 20 years."
270,270,Speaker 5,F,01:44:24,"Why if every time I've put something on the hob, but if I have to leave the kitchen, and the chance of that cliff, would you not believe it? But like the open, it's perfect if you remember to do it. Oh, the grill, the oven to set because I know I have to because of the technology on that is absolutely out of control"
271,271,Speaker 2,M,01:44:46,I might be able to draw a line at low
272,272,Speaker 5,F,01:44:50,Each hob I could turned off in time.
273,273,Speaker 2,M,01:44:51,"I haven't got the manual for it and that was given to me. If you're two years old and it was given to me, and so I would give it to you from the air fryer to a proper conventional cooker, which I've always liked. So I don't know whether it was this guy. I know it's got a timer on running for the oven, whether it's for anything else on that, I don't know. I can probably download the manual for it. Oh, I thought you was saying that."
274,274,Speaker 5,F,01:47:31,"It's it's it's getting it's getting worse as hard as times going on the stopping you just using the phone and you're being forced into it, which I think is wrong. But to do this, it's not to be human. Yes, and that's where I live there. But there are a lot of people who say I called that one particular service pool and said, we call this all medication, and they said, Well, we're not going to do this anymore. And that is wrong. Go online doing an e-consult. I am speaking to the doctor. I have to do. So want to hear how many people are falling sick because of it? And I think that is a huge barrier and it is causing people to go to the special care, because they're not being as that. What we don't mind coming up to date a doctor place isn't great. But outside agencies have also got to realise they've got to. We're not all. On the same page is that we're not using the technology."
275,275,Speaker 2,M,01:48:38,"Can I think something? It's not my it's been a relative inclusion actually. Having come to me, ask me, I have no idea that, you know, when you're saying you need to say your GP service? Yeah, go username, password. Yeah. And sometime in which is going come into a password not recognised and it and then you should turn out. Her son checked her computer it wasn't her computer, it was a GP sensor, it was. There is a code and she couldn't get through to a doctor and she needed medication urgently nebuliser, you know, um, I've never used mine since it went online. I've never used it. Not that I don't want to. I don't even know what the website address is, so I have to ring them open. Ask them where you can get through. Um, that's the problem. You know, technical stuff, folks, and stuff like that. If the system's going down. Yeah. To Ringo, oh, you'd have to try again tomorrow. Love to try again tomorrow. An actual person, you could be dead by tomorrow. You know, I mean, not everybody knows it when you're feeling unwell, it's life threatening. Yeah. And you're ringing the GP because you don't want to bother your neighbours."
276,276,Speaker 4,M,01:50:04,"The other thing is, the older we get, I think safety is very, very important, you know? Yeah, I when I moved into my place, I bought myself from the re-use centre in Union Street, a tumble dryer. I paid ten quid for it. Yeah. And I got it home and it worked. I look on the internet and it was suspect to fire. Yeah. So I ran the Whirlpool and I said, Look, I've got a tumble dryer of yours and you say it's one of the other risks. So they said that's all right give me the serial number, and within two weeks they did bring me a new one."
277,277,Speaker 2,M,01:50:38,"Oh, that's fair enough! laughs"
278,278,Speaker 6,F,01:50:39,"OK. I know. Yeah, but you were able to ring them up. That's right. Yeah. You think if they had?"
279,279,Speaker 5,F,01:50:46,"Yeah, yeah, you hadn't realised that the word risk was."
280,280,Speaker 2,M,01:50:50,"That's right. Are a lot of time. You've got to go on the internet to find the phone number so. Yeah, it does happen. Yeah, I got news. I bought a scooter that can run from better life. Yeah. Lloyd's chemist used to sell,"
281,281,Speaker 3,F,01:51:53,"There's going to be a follow up session, I guess."
282,0,Speaker 1,F,00:04:38,"Well, this. Well, you don't want any meal kit now."
283,1,Speaker 2,F,00:04:46,"You want your independence. Yeah, yeah. So it's been kind of a bit of freedom as well. You know, you've worked all your life lived all your life independently and then to get somebody else to be telling you what you should be doing. Yeah. You know, while you can still do it yourself, you understand?"
284,2,Speaker 3,F,00:05:04,Having your kids do it on the phone.
285,3,Speaker 1,F,00:05:06,"Oh yeah. I don't want to be sat in a chair then, and old people just want when it's time."
286,4,Speaker 4,F,00:05:27,"I think if you live in a home and you really become institutionalised, you know, I I mean, I know many people that have moved to the home and they were they were finaly independent in their own home, but they've completely changed when they go into their homes. That's one reason why I want to stay in my own home."
287,5,Speaker 1,F,00:05:49,"And, you know, people could stay longer independently in their own home, but still might need a bit of support, like a bit of a care package, somebody coming in, maybe just to check on them, not necessarily to do something for them, but just to check their all right. And they've taken the medication, you know, and that helps them stay longer. They don't actually want somebody in there."
288,6,Speaker 1,F,00:06:20,"But that's that can be quite spooky as well, because I've worked with people with dementia and they put in place different needs to keep them safe at home, like. They they made a recording of their daughter's voice, prompting them to take their medication. Yeah, and it's like that. Well, that can be spooky. If you've got dementia you suddenly got your daughter talking at 10 o'clock at night. Yeah. You she then spent the next few hours looking for her."
289,7,Speaker 2,F,00:06:49,"No. You know, there was like sensor pads in the bed. But if you set it for eight o'clock in the morning and if you weren't at that bed by 8:30, you get a prompt for what we would like laying but  you know. That type of thing, we have physically seen where voice is coming from. I think here is as an adverse effect on a lot of people."
290,8,Speaker 3,F,00:07:15,"I've found too. My aunt's got dementia and I was talking to her on the phone when she was still answering the phone and she'd be going on about these people cooking all these lovely meals and then drinking my wine, she said. I've paid for it. They never offered me any and I never get the meal. I was really surprised about this because she got a carer and I wasn't too sure of. And then it tweaked I said: have you got and it was John and Lisa on cooking on a Saturday morning on the television, and she said the television was was real. It took me a while to dig in because she is..."
291,9,Speaker 4,F,00:08:06,"Did you say, Jill, that she had dementia?"
292,10,Speaker 3,F,00:08:09,"Yes, she said she got diagnosed"
293,11,Speaker 4,F,00:08:11,"with Alzheimer's dementia, it's very very difficult. You have to worry about a robot."
294,12,Speaker 5,F,00:08:30,"we deviate until she's got a brain. So much, much harder. Yes. Yes. So this is not what we are."
295,13,Speaker 5,F,00:08:55,Walking. Going outside and walking everyday you have to do.
296,14,Speaker 4,F,00:09:04,"Yeah, yeah, we do. When you took it, you did. Four of us here do Taichi, dancing."
297,15,Speaker 4,F,00:09:16,"I thought we'd been on hold. Yeah. Yeah. If we're walking for health today,"
298,16,Speaker 4,F,00:09:23,an we do DJ dancing. Don't forget our DJ dancing. Sorry because the racing is starting these days?
299,17,Speaker 3,F,00:09:31,"I think it's going out into the Fresh air. I say that. But if I just let you use it fresh off, they need you to just go out. Yeah, I think it's expensive that I think as a matter of law, you can you could use it as well. Yes, I can live outside well, it's 50 times what. But once you get to the stage when some things that might help stem"
300,18,Speaker 4,F,00:10:15,"You know the Taichi, with a lot of older people, they don't realise it, but it is so good for you. Oh yeah. Do you konw if you get something really wrong with you and you have a physio? Let's say a physio, most of the exercises they do is the same ones that we do at Taichi, and it's just ample. Do you agree that it's good for you?"
301,19,Speaker 4,F,00:10:39,"Because it's a social event as well, it's not just going for the exercise.It's a social adventure, it sounds lovely."
302,20,Speaker 1,F,00:10:53,"Sorry, we shouted out the poor boy."
303,21,Speaker 4,F,00:10:55,It's a man man. Laughs. We do all lessons.
304,22,Speaker 3,F,00:10:58,"I tell you what, we'll take you with the nap state."
305,23,Speaker 6,F,00:11:01,You can come on first.
306,24,Speaker 5,F,00:11:02,I think I did Taichi and like this. It's like some all gentle exercise. It's chinese.I did it in China and ...
307,25,Speaker 4,F,00:11:15,"give me a bouncing ball, fans, and sticks  and they are very ..."
308,26,Speaker 4,F,00:11:31,"All right. So is there another reason for going out is the communication, even if you have only have a few words with a stranger and say, Good morning, how are you? Because it's so like, OK, it's so easy when you're on your own to lose the power of speaking. If you like of having a conversation, if you're on your own all the time, you're just sharing a television set and you're not getting anything constructive back from it."
309,27,Speaker 4,F,00:12:01,So it is quite easy then over time to lose the art of conversation.
310,28,Speaker 6,F,00:12:07,I sit on your board as well if you want to put swimming.
311,29,Speaker 6,F,00:12:14,"Yeah, in the life centre swimming."
312,30,Speaker 5,F,00:12:20,"And that's that's good, because it's easier than most exercises, isn't it? swimming in the water"
313,31,Speaker 1,F,00:12:43,just walk around again. Hmm. I don't want to Taichi. I do volunteering and I I'm back at Food Bank.
314,32,Speaker 3,F,00:13:04,"Coating on footwear, self-care. Yes. Some people come when they go into the shoes to do the shoes ..."
315,33,Speaker 1,F,00:13:49,"Yeah, I think it's important to keep in mind up to this. Well, very important."
316,34,Speaker 1,F,00:14:00,"Puzzles, crosswords, reading. Mm hmm. Yeah. Well, all the media stuff."
317,35,Speaker 4,F,00:14:07,"You've also got to be able to adapt to a change in your lifestyle. Things that you could quite easily do with, you know, you have domestic chores, putting the garbage outside, things like that. Sometimes you've got to adapt and find a different way of doing something that you're able to do so that you can still carry on doing it. It's not causing you any distress or worry. Simple things like my son in law, my son in law, my grandson has just moved everything off the top shelf to the middle shelf, in the kitchen cupboard because I've shrunk a bit and I can't reach the top ones anymore. So he's put the ones I don't use very much up there and put all the"
318,36,Speaker 4,F,00:14:55,"Yeah. So that. Every time they come out, I'm not saying, can you get me this, can you get me that? Yeah, he's already then for me. So, you know, you've got to look to adapt rather than say, I can't do something. You've got to try and find a different way of doing it."
319,37,Speaker 6,F,00:15:27,You've got to be careful with walking as well because of the stairs and ...
320,38,Speaker 6,F,00:15:49,"It causes it for pure nativism because I always hated House, but I forgot how hard it was hard to get enthusiastic about all these days. Laughs."
321,39,Speaker 4,F,00:16:02,It can be soul destroying because you aren't going to do it again.
322,40,Speaker 1,F,00:16:05,What's that?
323,41,Speaker 4,F,00:16:06,House works.
324,42,Speaker 3,F,00:16:07,"Oh, I hate it. Well, nobody likes it.I don't know some people do."
325,43,Speaker 1,F,00:16:16,We get going.
326,44,Speaker 4,F,00:16:18,"I tell you what is missing, is family. Yeah. If you're seeing your grand children and things like that, that visual let you have done it."
327,45,Speaker 3,F,00:16:27,"Some people are unable to do that, all their children and grand children and family live away. So you know, you just have to get on with it and go on with it basically."
328,46,Speaker 4,F,00:16:40,"You say last week, my grand son rang me and said, Can you come for breakfast today? And then? Yeah, I'm quite lucky because mine are in Plymouth."
329,47,Speaker 4,F,00:16:52,"No. Yeah, no. Well, I could travel to Malta to see my son.. and I'm not comfortable with that."
330,48,Speaker 4,F,00:17:02,"Yeah, yeah. I've got some family in Plymouth and some family away. So I used to because the children at school and stuff and got activities, I usually travel up there."
331,49,Speaker 6,F,00:17:20,"it becomes a challenge when you get older, because well, for the last 10, 11 years, I've been travelling to Canada every year for so long, I've got family there. But then the more I think about it now, especially after Covid, it's out frames frame that he performed in schools, tested in students. I mean, I just think of them as 10 and a half hours long. Yes. Yeah. And I think as you get older, it's a bit more daunting that I never used to think about. Mm-Hmm. But I've got older. Yeah. Yeah, you've got something."
332,50,Speaker 4,F,00:18:02,You can see more obstacles in your way. Don't you?
333,51,Speaker 5,F,00:18:07,It always seems so much more effort. Do I really want to go?
334,52,Speaker 6,F,00:18:12,"I think it's because you can overthink things, can't you?"
335,53,Speaker 3,F,00:18:14,"Yeah, I think it's it's because of Covid, that's why? Well, mine is going for a long time, isn't it? so..."
336,54,Speaker 7,M,00:18:25,"Get to the airport, put my case in, next stop. You know, the bark."
337,55,Speaker 5,F,00:18:46,"I volunteer for the home for the blind. And going back to keeping mind active, they do a crossword every morning and they know what they want to do it because they know that it's going to keep their mind active. And I think that's very important for them."
338,56,Speaker 7,M,00:19:16,"Gardening, yes."
339,57,Speaker 4,F,00:19:17,"I have plenty to plant but I'm not a gardener. I was never a gardener before. I will do a bit more now. Now, though,."
340,58,Speaker 7,M,00:19:31,"She was fine. she was all right. I mean, the first plant landed upside down"
341,59,Speaker 4,F,00:19:47,"No. Yeah, I don't like it."
342,60,Speaker 1,F,00:20:41,"Three. Yeah. Okay. So so one could be for the mind. Yeah. The other is physical like exercises, swimming and ..etc."
343,61,Speaker 2,F,00:20:54,"Because that comes back with exercises in that section because that can cope with the dancing and Taichi, and all this, that is exercise, isn't it?"
344,62,Speaker 4,F,00:21:06,Another important one is family of friends. Yeah.
345,63,Speaker 1,F,00:21:09,"Socialising. Socialising, activity and your mind."
346,64,Speaker 2,F,00:21:16,"I'm still looking out for people that need help. Yeah, it's a bit of a helping in hand."
347,65,Speaker 3,F,00:21:21,"But they're the three things that are important, our minds, our physical, and  socialising"
348,66,Speaker 4,F,00:21:48,"Social interaction is important, I think."
349,67,Speaker 1,F,00:21:59,"Well, there is my grandson. Yeah, as a friend, just as a friend, there's all sorts for him. But the problem is  the man is working at is getting elderly and he couldn't hardly walk but he stopped trying to walk."
350,68,Speaker 1,F,00:22:20,"Which is sad. because, you know, I know, and my ..."
351,69,Speaker 7,M,00:22:38,"Well, sometimes you get, you know, a bit negative. Yeah, I like to say something serene. You know? Yeah, like I said, that is it. Right? Well, yeah. You know that all these, you know?"
352,70,Speaker 3,F,00:22:53,"This really really helping it, yeah, without them, I don't know what we ca do."
353,71,Speaker 1,F,00:22:57,Wow. Know you just need someone to encourage him...
354,72,Speaker 7,M,00:23:00,"Yeah, just get him off the chair and just sit outside in the fresh air saying, try it now, but I've tried to say, man instead of me doing it today, you do it. You know? But he's afraid of falling over. The guy fell over several times and of course.."
355,73,Speaker 6,F,00:23:21,"It takes away any aches and pains you've got, right. But in a sympathetic ear or an arm to ..."
356,74,Speaker 7,M,00:23:29,Got in touch with the right people? Yes. To one another. Yeah.
357,75,Speaker 1,F,00:23:33,No. He doesn't want. We won't go along with with them. He won't go to the trouble of it. He can't be bothered.
358,76,Speaker 3,F,00:23:46,"I think it comes at a time in everyone's life when. They give up. Yeah, yeah. But you can't try to encourage them. Yeah. And I think, yeah, they don't really want to do it."
359,77,Speaker 7,M,00:24:00,"He's been so independent because, I mean, he was he was in the Marines, but he's been so independent and helping other people before he needed himself and he doesn't like it."
360,78,Speaker 4,F,00:24:11,"It's hard to accept. Yes, he doesn't want to be a bother. He doesn't want to be? All these people are worse off than me?"
361,79,Speaker 5,F,00:40:46,With technology in Italy being scammed. That's what worries me one thing is scamming.
362,80,Speaker 3,F,00:40:52,"Yeah. The problem with technology, you've got to teach the elderly people  how to use it. Yeah, I have many friends who would be , umm, would help them to to join a Zoom meeting or face talk, but they don't know how to use the technology. And that is the problem with them."
363,81,Speaker 3,F,00:41:35,"They don't know, yes. I've just been teaching someone. I downloaded Zoom for her and then I showed her how it works. But before that, she didn't have a clue about how it worked."
364,82,Speaker 5,F,00:41:52,"OK, It's trying to get somebody to explain how it works. Yeah, in simple terms, don't use any jargon, you know, and have patience. Yes, do it slowly, and you might have to go over a couple of times. But there was a company, a phone company EE, that used to run workshops and teach people how to use it. But I don't know if any places now."
365,83,Speaker 1,F,00:42:29,"So technology is good. Yeah. But then you've got to know how to use it, and also be careful, being safe as well when you're using these things. That's my priority all the time."
366,84,Speaker 6,F,00:42:55,"There is increasing pressure, they're trying to get you to spend money over the computer or bank over the computer, and I eventually refuse."
367,85,Speaker 6,F,00:43:06,"I will not do them over the computer, and I refuse to do that. I'll end up having doodies under the bed if need be, but ..."
368,86,Speaker 5,F,00:43:17,"I tell you what makes me very sad about technology is when you hear these people, these women that get sucked in by these men for all this money. Laughs. It's true, isn't it?  that's true. Yeah."
369,87,Speaker 7,M,00:43:30,It works both for and.
370,88,Speaker 5,F,00:43:32,"No, I know but they must be some loosing in their mind. I mean, how could anybody let's say my age, think about a 28 year old man's going to fancy me when he couldn't get anybody."
371,89,Speaker 7,M,00:43:46,We never know. Laughs.
372,90,Speaker 5,F,00:43:53,How old you are? Like 20.
373,91,Speaker 4,F,00:43:58,"Oh, yeah, but he doesn't put his own picture on...Laughs."
374,92,Speaker 5,F,00:44:03,"You were laughing, you've probably done it. Well, you put your own photo up. laughs."
375,93,Speaker 3,F,00:44:28,"So they won't use the phone to phone up, say different companies, because they know you phone their number and then you've got five different menus. Press this one, press that one. And even then, you don't get through. Even if you press the right number, you don't get through a person. You're given another menu. Well, by that time, it's got so frustrating that you hang up."
